#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#RIK, _2MASS, EWLi, e_EWLi, EWHa, e_EWHa, SpT, AV, D, _2M, Simbad, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, string, float, float, float, float, string, float, float, string, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
RIK,_2MASS,EWLi,e_EWLi,EWHa,e_EWHa,SpT,AV,D,_2M,Simbad,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d_,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
213,b'J16235723-2620244',0.330000013113022,0.0199999995529652,-7.3600001335144,0.0500000007450581,b'M4.5',0.300000011920929,0,b'2M',b'Simbad',245.988458333333,-26.3401666666667,392253157,245.988489,-26.340137,NaN,NaN,13.078,STAR,2mass,0.145584780303846,20180610,,,319-085709,16235723-2620244,,J162357.22-262024.7,,12748017,,2mass,NaN,NaN,,NaN,NaN,,351.173324,16.036167,248.537765,-4.672261,17.368,0.168,16.286,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.188,0.021,10.527,0.021,10.235,0.023,AAA-222-111-000-0-0,7.4,10.08,0.023,9.875,0.022,9.74,0.055,8.379,NaN,NaN,NaN,0.033,vjk,,3002,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.46721,NaN,0,NaN,,,NaN
72,b'J16033922-1851294',0.589999973773956,0.0299999993294477,-2.27999997138977,0.140000000596046,b'M2.5',0.600000023841858,0,b'2M',b'Simbad',240.913416666667,-18.8581388888889,9848368,240.913443,-18.858171,NaN,NaN,12.945,STAR,2mass,0.146326607977838,20180610,,,356-077211,16033922-1851294,1237674654228939088,J160339.22-185129.5,6247526670769808640,8824391,,tmmgaia,NaN,NaN,,NaN,NaN,,353.631635,24.555592,242.594999,1.8566,17.57,0.161,16.014,0.08,19.5484,0.0413771,16.6091,0.00418448,14.9407,0.00339297,13.5977,0.00334925,12.8092,0.00389319,11.232,0.021,10.466,0.023,10.2,0.023,AAA-222-111-000-0-0,16.3,10.073,0.024,9.933,0.02,9.822,0.056,8.42,NaN,14.1215,0.001,0.017,gaiaj,,3062,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.312556,NaN,0,NaN,,,NaN
154,b'J16160856-2041514',0.560000002384186,0.0299999993294477,-3.80999994277954,0.100000001490116,b'M4.0',0.600000023841858,0,b'2M',b'Simbad',244.035625,-20.6976388888889,49589831,244.035665,-20.697622,-10.1254,-26.4495,13.467,STAR,2mass,0.147791605565147,20180610,,,347-078205,16160856-2041514,,J161608.55-204151.6,6244581525795807488,,,tmgaia,1.98804,1.98818,hsoy,NaN,NaN,,354.323128,21.148459,245.82178,0.588737,17.759,0.162,16.674,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.7,0.026,10.991,0.023,10.708,0.019,AAA-222-111-000-0-0,33.8,10.69,0.023,10.533,0.021,10.159,0.078,8.358,NaN,14.6737,0.0012838,0.018,gaiaj,,3024,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.410129,NaN,0,NaN,,,NaN
97,b'J16093575-2138057',0.550000011920929,0.00999999977648258,-3.66000008583069,0.0299999993294477,b'M2.5',0.699999988079071,0,b'2M',b'Simbad',242.399,-21.6349444444444,49033805,242.398959,-21.634928,-10.6415,-21.6225,12.585,STAR,2mass,0.14942887399283,20180610,,,342-078076,16093575-2138057,,J160935.75-213806.0,6242963766236458624,11479143,,tmgaia,2.24119,2.24117,hsoy,NaN,NaN,,352.472541,21.637384,244.488208,-0.606945,16.779,-0.068,15.262,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.927,0.028,10.128,0.024,9.91,0.025,AAA-222-111-000-0-0,19.6,9.767,0.023,9.614,0.02,9.512,0.056,8.384,NaN,13.7309,0.000791453,0.018,gaiaj,,3296,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.301326,NaN,0,NaN,,,NaN
244,b'J16295662-2659182',0.519999980926514,0.0299999993294477,-8,0.0799999982118607,b'M4.5',0.100000001490116,0,b'2M',b'Simbad',247.485958333333,-26.9884444444444,323113941,247.485949,-26.988403,-13.679,-25.1422,13.159,STAR,2mass,0.152174562300051,20180610,,,316-088187,16295662-2659182,,J162956.62-265918.5,6045528105366691200,13674305,,tmgaia,2.08598,2.09688,hsoy,NaN,NaN,,351.597297,14.606551,249.966627,-5.101416,17.872,0.162,16.665,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.393,0.026,10.734,0.026,10.437,0.021,AAA-222-111-000-0-0,13.1,10.311,0.022,10.09,0.02,9.912,0.08,8.383,NaN,14.3652,0.00109118,0.018,gaiaj,,2960,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
169,b'J16173031-2438390',0.579999983310699,0.0299999993294477,-1.72000002861023,0.0500000007450581,b'M0.0',1.60000002384186,0,b'2M',b'Simbad',244.376333333333,-24.6442222222222,98234182,244.376316,-24.644182,-11.006,-25.6394,12.423,STAR,2mass,0.155511336846001,20180610,,,327-079913,16173031-2438390,,J161730.35-243839.0,6049650483696862464,,,tmgaia,2.29118,2.29117,hsoy,NaN,NaN,,351.452641,18.254818,246.815159,-3.243778,16.644,0.164,14.752,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.832,0.035,9.995,0.036,9.733,0.03,AAA-222-222-ccc-0-0,3.9,9.445,0.023,9.36,0.021,9.293,0.04,8.155,NaN,13.5295,0.000716756,0.02,gaiaj,,3372,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.387779,NaN,0,NaN,,,NaN
5,b'J15471063-1736244',0.519999980926514,0.0500000007450581,-4.19999980926514,0.0799999982118607,b'M2.0',0.200000002980232,0,b'2M',b'Simbad',236.794291666667,-17.60675,335955430,236.794296,-17.606793,-18.6144,-25.244,11.882,STAR,2mass,0.155512486890116,20180610,,,362-072037,15471063-1736244,,J154710.62-173624.5,6260471770919208192,8795711,,tmgaia,2.51017,2.51017,hsoy,NaN,NaN,,351.573644,28.226355,238.506356,2.275825,15.38,0.068,14.08,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.471,0.022,9.765,0.025,9.567,0.025,AAA-222-111-000-0-0,13.9,9.483,0.023,9.393,0.022,9.305,0.045,8.937,NaN,12.8807,0.000524078,0.017,gaiaj,,3513,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.163762,NaN,0,NaN,,,NaN
26,b'J15570368-2304484',0.680000007152557,0.0199999995529652,-9.64000034332275,0.0500000007450581,b'M4.5',0.800000011920929,0,b'2M',b'Simbad',239.265375,-23.0800833333333,12566408,239.265351,-23.080122,-12.2876,-22.3854,13.021,STAR,2mass,0.160294731871232,20180610,,,335-080589,15570368-2304484,,J155703.67-230448.6,6237354367146749440,,,tmgaia,2.06622,2.0662,hsoy,NaN,NaN,,349.167174,22.694177,241.924436,-2.586625,17.673,0.161,16.654,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.145,0.02,10.507,0.026,10.213,0.023,AAA-222-111-000-0-0,14.9,10.065,0.023,9.844,0.021,9.736,0.049,8.906,NaN,14.2862,0.00104744,0.017,gaiaj,,2910,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.165552,NaN,0,NaN,,,NaN
133,b'J16141011-2217236',0.620000004768372,0.0399999991059303,-3.08999991416931,0.0399999991059303,b'M4.0',0.699999988079071,0,b'2M',b'Simbad',243.542166666667,-22.2898611111111,49436988,243.54213,-22.28989,NaN,NaN,12.454,STAR,2mass,0.160416123453371,20180610,,,339-077244,16141011-2217236,,J161410.10-221723.7,6242670647604082688,,,tmmgaia,NaN,NaN,,NaN,NaN,,352.733564,20.415238,245.649474,-1.05944,17.472,0.162,15.674,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.804,0.026,10.152,0.027,9.808,0.026,AAA-222-111-000-0-0,14.4,9.599,0.022,9.475,0.021,9.31,0.043,8.095,0.245,13.5939,0.0007,0.018,gaiaj,,3049,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.238922,NaN,0,NaN,,,NaN
44,b'J15595270-2526292',0.479999989271164,0.0399999991059303,-2.00999999046326,0.0900000035762787,b'M0.5',0.300000011920929,0,b'2M',b'Simbad',239.969541666667,-25.4414444444444,66822018,239.96959,-25.441454,NaN,NaN,11.855,STAR,2mass,0.160847866293873,20180610,,,323-083191,15595270-2526292,,J155952.68-252629.4,6235872878307348992,12546128,,tmmgaia,NaN,NaN,,NaN,NaN,,347.890405,20.554199,243.031661,-4.770031,15.27,0.069,13.856,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.635,0.027,9.933,0.029,9.723,0.024,AAA-222-111-000-0-0,17.3,9.607,0.022,9.548,0.02,9.446,0.043,8.612,0.457,12.7343,0.0005,0.018,gaiaj,,3644,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.115135,NaN,0,NaN,,,NaN
51,b'J16004309-2430503',0.379999995231628,0.0599999986588955,-10.460000038147,1.23000001907349,b'M4.5',0.200000002980232,0,b'2M',b'Simbad',240.179583333333,-24.5140277777778,66861139,240.179572,-24.513984,-10.9309,-25.6767,13.552,STAR,2mass,0.161913013132821,20180610,,,328-081549,16004309-2430503,,J160043.08-243050.6,6236142155580528768,11460361,,tmgaia,2.09011,2.0901,hsoy,NaN,NaN,,348.729472,21.084617,243.033633,-3.823233,18.372,0.162,17.056,0.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.702,0.022,11.056,0.024,10.773,0.021,AAA-222-111-000-0-0,27.6,10.636,0.023,10.412,0.021,10.16,0.08,8.355,NaN,14.8032,0.0013767,0.017,gaiaj,,2947,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.105603,NaN,0,NaN,,,NaN
252,b'J16333881-2150263',0.730000019073486,0.0199999995529652,-1.70000004768372,0.0299999993294477,b'M1.5',1.29999995231628,0,b'2M',b'Simbad',248.411791666667,-21.8406388888889,72999883,248.411744,-21.84065,-3.16174,-22.1286,11.698,STAR,2mass,0.16422864979349,20180610,,,341-082468,16333881-2150263,,J163338.81-215026.4,6051498075549479808,11512405,,tmgaia,2.35259,2.35257,hsoy,NaN,NaN,,356.233614,17.316672,250.030179,0.114446,16.122,0.026,14.487,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.006,0.021,9.18,0.022,8.873,0.021,AAA-222-111-000-0-0,24.6,8.773,0.023,8.676,0.02,8.562,0.024,8.848,0.505,12.8623,0.000519505,0.017,gaiaj,,3245,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.752267,NaN,0,NaN,,,NaN
130,b'J16135663-2457566',0.360000014305115,0.0199999995529652,-5.07999992370605,0.0399999991059303,b'M3.5',0.699999988079071,0,b'2M',b'Simbad',243.485916666667,-24.9657777777778,68504258,243.485959,-24.965753,-14.6426,-26.3582,12.866,STAR,2mass,0.164452912892338,20180610,,,326-081308,16135663-2457566,,J161356.62-245756.9,6049578122089656320,11486121,,tmgaia,2.09258,2.09221,hsoy,NaN,NaN,,350.62282,18.624831,246.07439,-3.701916,17.457,NaN,15.878,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.142,0.024,10.414,0.021,10.15,0.025,AAA-222-111-000-0-0,21.6,10.006,0.022,9.841,0.02,9.717,0.049,8.305,NaN,14.0487,0.000927841,0.017,gaiaj,,3226,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.265902,NaN,0,NaN,,,NaN
148,b'J16153587-2529008',0.409999996423721,0.0199999995529652,-0.129999995231628,0.0199999995529652,b'K4.5',0.699999988079071,0,b'2M',b'Simbad',243.899416666667,-25.4836111111111,68642263,243.899463,-25.483592,-7.55942,-29.1965,10.882,STAR,2mass,0.165545456011157,20180610,,,323-085692,16153587-2529008,,J161535.86-252901.1,6048752526293992576,13668580,,tmgaia,2.29067,2.29067,hsoy,NaN,NaN,,350.496996,17.997282,246.53516,-4.145507,13.675,0.034,12.496,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.646,0.024,8.961,0.024,8.744,0.019,AAA-222-111-000-0-0,13.6,8.641,0.023,8.599,0.02,8.388,0.027,7.521,0.241,11.7713,0.000345996,0.018,gaiaj,,3801,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.452879,NaN,0,NaN,,,NaN
206,b'J16225479-2138091',0.310000002384186,0.00999999977648258,-5.51999998092651,0.0399999991059303,b'M2.5',0.699999988079071,0,b'2M',b'Simbad',245.72825,-21.6359166666667,203063509,245.728289,-21.635888,-20.1894,-26.8683,12.675,STAR,2mass,0.166380984635067,20180610,,,342-079985,16225479-2138091,,J162254.76-213809.5,6052205061527122688,11498068,,tmgaia,2.15533,2.15247,hsoy,NaN,NaN,,354.692483,19.345238,247.53597,-0.069535,16.842,0.167,15.776,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.063,0.029,10.382,0.032,10.067,0.026,AAA-222-111-000-0-0,12.7,9.802,0.022,9.649,0.02,9.558,0.052,8.379,0.375,13.7938,0.000816544,0.018,gaiaj,,3229,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.345761,NaN,0,NaN,,,NaN
141,b'J16150620-2500459',0.560000002384186,0.0500000007450581,-8.5600004196167,0.469999998807907,b'M4.5',1.29999995231628,0,b'2M',b'Simbad',243.775833333333,-25.0128055555556,68638147,243.775872,-25.012775,NaN,NaN,13.558,STAR,2mass,0.167369466224233,20180610,,,325-084002,16150620-2500459,,J161506.19-250046.2,,,,2mass,NaN,NaN,,NaN,NaN,,350.777035,18.4015,246.341895,-3.701673,18.256,0.162,17.203,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.178,0.024,10.418,0.026,10.073,0.021,AAA-222-111-000-0-0,14.2,9.84,0.023,9.611,0.019,9.435,0.093,8.393,0.477,NaN,NaN,0.058,vjk,,2754,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.36764,NaN,0,NaN,,,NaN
191,b'J16205095-2253399',0.490000009536743,0.0199999995529652,-1.51999998092651,0.0399999991059303,b'M1.0',1.5,0,b'2M',b'Simbad',245.212291666667,-22.8944722222222,50063933,245.212317,-22.894432,-13.2134,-21.1906,12.472,STAR,2mass,0.167408636566419,20180610,,,336-082293,16205095-2253399,,J162050.94-225340.1,6050295347267173888,11496219,,tmgaia,2.42689,2.28037,hsoy,NaN,NaN,,353.360541,18.867792,247.272869,-1.389655,16.451,NaN,14.968,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.886,0.026,10.022,0.022,9.8,0.023,AAA-222-111-000-0-0,8.5,9.624,0.025,9.559,0.023,9.481,0.054,7.963,0.288,13.575,0.000732919,0.018,gaiaj,,3336,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.415404,NaN,0,NaN,,,NaN
139,b'J16145269-2308025',0.419999986886978,0.0299999993294477,-4.23000001907349,0.0399999991059303,b'M3.5',0.600000023841858,0,b'2M',b'Simbad',243.719583333333,-23.1340833333333,49440853,243.71955,-23.134048,-19.3908,-27.1064,12.353,STAR,2mass,0.168395628179741,20180610,,,335-083175,16145269-2308025,,J161452.68-230802.8,6050405302724695680,11487809,,tmgaia,2.24117,2.24115,hsoy,NaN,NaN,,352.192252,19.721786,245.959852,-1.861386,16.615,NaN,15.33,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.569,0.026,9.884,0.026,9.603,0.021,AAA-222-111-000-0-0,7.4,9.479,0.023,9.301,0.019,9.232,0.041,8.23,NaN,13.569,0.000730778,0.018,gaiaj,,3226,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.237554,NaN,0,NaN,,,NaN
195,b'J16214126-2212056',0.540000021457672,0.0399999991059303,-7.42000007629395,0.150000005960464,b'M4.5',0.5,0,b'2M',b'Simbad',245.421916666667,-22.2015277777778,50097668,245.421952,-22.201562,-13.7184,-27.3073,12.754,STAR,2mass,0.170434389948503,20180610,,,339-078521,16214126-2212056,,J162141.25-221205.8,6052023229791247232,,,tmgaia,2.32902,2.32901,hsoy,NaN,NaN,,354.043906,19.184331,247.348689,-0.674249,17.167,0.162,16.145,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.909,0.022,10.224,0.023,9.941,0.021,AAA-222-111-000-0-0,13.7,9.786,0.023,9.576,0.021,9.482,0.048,8.41,NaN,14.0028,0.00090659,0.017,gaiaj,,2965,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.22881,NaN,0,NaN,,,NaN
61,b'J16020845-2254588',0.670000016689301,0.0299999993294477,-3.5,0.0500000007450581,b'M1.0',0.600000023841858,0,b'2M',b'Simbad',240.535208333333,-22.9164166666667,9735057,240.535221,-22.91637,-10.8127,-21.9853,11.949,STAR,2mass,0.17317067334825,20180610,,,336-079153,16020845-2254588,,J160208.44-225459.3,6243142058919270528,11463826,,tmgaia,2.24079,2.24079,hsoy,NaN,NaN,,350.189173,21.987303,243.03811,-2.192784,16.452,0.161,14.173,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.526,0.021,9.805,0.023,9.549,0.021,AAA-222-111-000-0-0,16.1,9.417,0.023,9.329,0.02,9.192,0.036,8.459,0.423,12.9558,0.000543193,0.017,gaiaj,,3479,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.185299,NaN,0,NaN,,,NaN
132,b'J16140733-2217321',0.569999992847443,0.0500000007450581,-4.96999979019165,0.180000007152557,b'M1.0',0,0,b'2M',b'Simbad',243.530625,-22.2922777777778,49405035,243.530578,-22.292257,-9.72295,-22.1873,11.617,STAR,2mass,0.173505738185106,20180610,,,339-077233,16140733-2217321,,J161407.33-221732.3,6242670712027527040,11486483,,tmgaia,2.24304,2.24126,hsoy,NaN,NaN,,352.723971,20.421485,245.639373,-1.063665,15.524,NaN,14.067,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.101,0.026,9.343,0.026,9.104,0.021,AAA-222-111-000-0-0,18.6,8.958,0.023,8.865,0.021,8.756,0.031,8.066,NaN,12.6798,0.000476345,0.018,gaiaj,,3386,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.240221,NaN,0,NaN,,,NaN
241,b'J16273320-2821097',0.129999995231628,0.00999999977648258,-4.92999982833862,0.0500000007450581,b'M3.5',0.200000002980232,0,b'2M',b'Simbad',246.888416666667,-28.3527222222222,175697440,246.888368,-28.3527,-11.738,-24.59,12.969,STAR,2mass,0.173702173305463,20180610,,,309-088043,16273320-2821097,,J162733.20-282109.9,6044230956524272640,14552323,,tmgaia,2.10888,2.10886,hsoy,NaN,NaN,,350.182733,14.093407,249.65369,-6.53126,17.031,0.102,15.559,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.391,0.024,10.771,0.029,10.511,0.027,AAA-222-111-000-0-0,6.2,10.371,0.023,10.241,0.02,10.367,0.085,8.841,NaN,14.0685,0.000937171,0.017,gaiaj,,3364,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
111,b'J16112601-2631558',0.540000021457672,0.0500000007450581,-3.58999991416931,0.100000001490116,b'M2.0',0.699999988079071,1,b'2M',b'Simbad',242.858458333333,-26.5321944444444,286073001,242.858405,-26.532186,-12.522,-23.5405,12.173,STAR,2mass,0.174448463700895,20180610,,,318-086634,16112601-2631558,,J161126.02-263156.1,6042662193949973760,13665550,,tmgaia,2.29762,2.29751,hsoy,NaN,NaN,,349.020508,17.947648,245.799641,-5.344525,16.225,NaN,14.889,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.563,0.025,9.832,0.018,9.568,0.022,AAA-222-111-000-0-0,28.2,9.432,0.022,9.242,0.02,8.115,0.024,5.98,0.061,13.2904,0.000638022,0.018,gaiaj,,3303,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.328407,NaN,0,NaN,,,NaN
242,b'J16275794-2524187',0.319999992847443,0.0299999993294477,-6.05999994277954,0.129999995231628,b'M3.5',0.100000001490116,0,b'2M',b'Simbad',246.991375,-25.4052222222222,175704151,246.991423,-25.405199,NaN,NaN,12.66,STAR,2mass,0.177067564418243,20180610,,,323-086617,16275794-2524187,,J162757.92-252419.0,,13673535,,2mass,NaN,NaN,,NaN,NaN,,352.524167,15.986464,249.281874,-3.605671,16.526,0.04,13.524,1.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,0.023,10.277,0.023,10.077,0.023,AAA-222-111-000-0-0,20.7,10.003,0.023,9.846,0.02,9.754,0.058,8.303,NaN,NaN,NaN,0.037,vjk,,3994,170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
180,b'J16194836-2212519',0.430000007152557,0.0299999993294477,-16.5699996948242,0.140000000596046,b'M3.0',0.300000011920929,0,b'2M',b'Simbad',244.9515,-22.2143888888889,49974334,244.951534,-22.214427,-14.4371,-25.5741,12.856,STAR,2mass,0.177944127428942,20180610,,,339-078247,16194836-2212519,,J161948.35-221252.0,6052068653363414784,,,tmgaia,2.1377,2.13782,hsoy,NaN,NaN,,353.726642,19.500923,246.921393,-0.759641,16.933,0.162,14.992,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.273,0.024,10.634,0.022,10.321,0.027,AAA-222-111-000-0-0,36.3,10.129,0.023,9.973,0.02,9.847,0.061,8.243,NaN,13.958,0.000886348,0.017,gaiaj,,3465,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.191781,NaN,0,NaN,,,NaN
229,b'J16255790-2600374',0.310000002384186,0.0599999986588955,-0.140000000596046,0.0799999982118607,b'G8.0',1.29999995231628,0,b'2M',b'Simbad',246.491291666667,-26.0103611111111,98690271,246.491287,-26.010411,-6.71728,-20.1777,10.936,STAR,2mass,0.180233520398049,20180610,,,320-087133,16255790-2600374,,J162557.90-260037.5,6045878952655244416,12749549,,tmgaia,2.25503,2.25503,hsoy,NaN,NaN,,351.742296,15.921561,248.931325,-4.274285,14.533,-0.016,12.892,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.575,0.024,8.841,0.044,8.535,0.021,AAA-212-111-000-0-0,13.2,8.161,0.019,8.13,0.017,8.23,0.023,7.757,0.172,11.9047,0.000345996,0.018,gaiaj,,3564,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
