#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Seq, pmRA, pmDE, Bmag, Vmag, Jmag, Hmag, Ksmag, rmag, plx, Dist, RV, Vpar, Vper, Mass, M, Simbad, RAJ2000, DEJ2000, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Seq,pmRA,pmDE,Bmag,Vmag,Jmag,Hmag,Ksmag,rmag,plx,Dist,RV,Vpar,Vper,Mass,M,Simbad,RAJ2000,DEJ2000,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx_,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag_,e_Bmag,Vmag_,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag_,e_Jmag,Hmag_,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass_,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
258,102.110000610352,-46,NaN,NaN,10.4580001831055,9.83399963378906,9.57299995422363,14.2709999084473,20.7800006866455,3.8199999332428,37.5699996948242,25.4599990844727,-2.07999992370605,0.439999997615814,b'M',b'Simbad',65.678592,20.570143,65.678592,20.570143,17310668,65.6786,20.5701,111.33,-34.47,12.049,STAR,2mass,0.157130793462503,20180610,,,553-009622,04224284+2034125,1237664088068980843,J042242.94+203412.1,49157794784004352,45847689,,tmgaia,2,2,sblink,NaN,NaN,,175.513162,-20.080889,67.315784,-0.974293,16.442,0.123,14.811,0.061,18.2757,0.0133578,15.6867,0.00343328,14.2249,0.00318304,13.1742,0.00223883,11.8825,0.00369608,10.458,0.021,9.834,0.024,9.573,0.017,AAA-222-111-000-0-0,41.7,9.419,0.023,9.258,0.019,9.096,0.036,8.542,NaN,13.2422,0.000623322,0.04,cdwrf,cdwrf,3306,64,4.96369,0.408833,NaN,NaN,0.288,0.05,0.278,0.06,11.6377,6.0613,DWARF,0.008926703,0.00309955,58.84332,NaN,0.390857,NaN,45,0.02002343,,,NaN
357,106.339996337891,-37.6699981689453,4.54699993133545,3.52900004386902,1.74800002574921,1.31400001049042,1.42200005054474,NaN,22.0100002288818,2.17000007629395,38.3400001525879,24.2900009155273,-0.300000011920929,2.59999990463257,b'M',b'Simbad',67.154162,19.180429,67.154162,19.180429,17554529,67.154149,19.180387,108.17,-35.64,2.518,STAR,2mass,0.157528611320164,20180610,20889,1273-01104-1,546-009607,04283697+1910494,,,48026770980471808,,,2mass,2,2,sblink,21.04,0.82,hip,177.5964,-19.923696,68.465018,-2.567203,4.54,0.017,3.523,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.748,0.284,1.314,0.226,1.422,0.254,DDD-333-111-000-0-0,62.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.80799,0.000345996,0.297,vjk,kplnt,4901,NaN,2.59635,NaN,NaN,NaN,13.7,NaN,2.7,NaN,0.00105003,NaN,GIANT,97.56065,NaN,47.52851,1.85235,0.899345,NaN,34,4.090252E-05,,,1
32,169.720001220703,-66.0899963378906,NaN,NaN,11.3059997558594,10.701000213623,10.4300003051758,15.125,22.7800006866455,22.1399993896484,25,37.8800010681152,-1.16999995708466,0.259999990463257,b'M',b'Simbad',45.451339,37.555631,45.451339,37.555631,186627569,45.4513,37.5556,172.11,-63.64,13.056,STAR,2mass,0.157616922688693,20180610,,,638-011457,03014830+3733202,1237670961092887180,J030148.46+373319.4,142132596813836160,50235182,,tmgaia,2,2,sblink,NaN,NaN,,149.686193,-18.451959,53.833804,19.542343,17.502,-0.17,15.865,0.03,19.2563,0.0273562,16.6471,0.00400789,15.1589,0.00364109,14.0064,0.00143626,12.7759,0.00351044,11.306,0.02,10.701,0.019,10.43,0.018,AAA-222-111-000-0-0,45.6,10.273,0.023,10.115,0.021,9.945,0.065,8.265,NaN,14.1319,0.000967842,0.122,cdwrf,cdwrf,3245,63,4.95768,0.318527,NaN,NaN,0.29,0.037,0.278,0.053,11.3986,4.36291,DWARF,0.008401359,0.002143795,82.15398,NaN,0.113938,NaN,57,0.0004110145,,,0.001777131
594,75.75,-8.76000022888184,NaN,NaN,11.5410003662109,11.0260000228882,10.7200002670288,15.5830001831055,19.5100002288818,9.60000038146973,41.439998626709,18.5200004577637,-0.540000021457672,0.270000010728836,b'M',b'Simbad',73.65746,9.409081,73.65746,9.409081,450104815,73.6575,9.4091,83.03,-14.36,13.244,STAR,2mass,0.157671680371686,20180610,,,498-009454,04543779+0924328,,J045437.84+092432.6,3291312947359580416,39820723,,tmgaia,2,2,sblink,NaN,NaN,,189.963887,-20.721684,73.440847,-13.095682,18.073,0.162,16.44,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.541,0.026,11.026,0.034,10.72,0.022,AAA-222-111-000-0-0,15.1,10.488,0.024,10.308,0.02,10.14,0.068,8.455,NaN,14.4235,0.00112475,0.04,cdwrf,cdwrf,3037,100,5.10084,0.545571,NaN,NaN,0.177,0.04,0.144,0.044,25.9683,17.6056,DWARF,0.002401156,0.001085268,NaN,NaN,0.217684,NaN,53,0.02028233,,,0.003015423
140,126.040000915527,-20.7000007629395,11.6700000762939,10.4729995727539,8.36499977111816,7.81099987030029,7.66499996185303,10.0340003967285,22.4699993133545,4.59999990463257,36.5299987792969,26.9400005340576,0.25,0.769999980926514,b'M',b'Simbad',61.755111,15.335027,61.755111,15.335027,389018596,61.755085,15.335063,124.59,-19.836,9.28019,STAR,2mass,0.157937875883037,20180610,19207,1250-00004-1,527-007764,04070122+1520062,1237673328152674309,J040701.31+152005.8,45159897490770816,42923420,,tmgaia,0.15247,0.105026,tgas,22.3707,0.279216,tgas,177.112577,-26.339191,62.711014,-5.468492,11.603,0.051,10.49,0.03,15.8498,0.00967779,11.2922,0.000629749,10.0401,0.000455655,9.65324,0.000961331,10.4877,0.00223895,8.365,0.026,7.811,0.049,7.665,0.026,AAA-111-111-000-0-0,43,7.614,0.031,7.68,0.02,7.619,0.02,7.508,0.179,9.95376,0.000345996,0.0184297,gaiaj,kplnt,4503,NaN,4.66266,NaN,NaN,NaN,0.66,NaN,0.73,NaN,2.53917,NaN,DWARF,0.161358,NaN,NaN,NaN,0.42243,NaN,26,0.0005147355,,,NaN
11,198.720001220703,-36.0900001525879,13.2390003204346,11.7480001449585,8.99199962615967,8.30900001525879,8.14500045776367,11.246000289917,23.4099998474121,26.4400005340576,19.6700000762939,40.9000015258789,0.209999993443489,0.639999985694885,b'M',b'Simbad',34.727638,35.218231,34.727638,35.218231,429066731,34.7276,35.2182,194.871,-35.3884,10.126,STAR,2mass,0.157939656397195,20180610,10789,2318-01651-1,627-007107,02185464+3513053,,J021854.79+351305.2,327741670093720064,49788236,,tmgaia,0.173623,0.114509,tgas,22.6461,0.431594,tgas,142.439003,-24.318312,44.350954,20.119404,13.256,0.124,11.75,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.992,0.024,8.309,0.044,8.145,0.026,AAA-111-111-000-0-0,5.6,8.057,0.022,8.076,0.02,7.995,0.021,7.758,0.197,10.9715,0.000345996,0.112,cdwrf,cdwrf,3974,88,4.65685,0.0674514,NaN,NaN,0.626,0.02,0.648,0.014,2.64151,0.25318,DWARF,0.08805516,0.005626528,55.53611,0.825825,0.0572455,NaN,37,0.01032601,,,0.003718882
687,54.0200004577637,22.2199993133545,NaN,NaN,11.7159996032715,11.1389999389648,10.8979997634888,15.7489995956421,20.5100002288818,17.9200000762939,43.3400001525879,13.5,0.379999995231628,0.230000004172325,b'M',b'Simbad',81.565457,0.562909,81.565457,0.562909,264485406,81.5655,0.5629,52.77,27.26,13.396,STAR,2mass,0.158147042791088,20180610,,,453-010390,05261570+0033463,1237658188387188956,J052615.74+003346.6,3221797630364499328,,,tmgaia,2,2,sblink,NaN,NaN,,202.333848,-18.584737,80.858001,-22.60912,18.568,0.162,16.13,0.2,19.6854,0.0313003,17.2032,0.00485157,15.7346,0.0046015,14.137,0.00465855,13.2524,0.00410192,11.716,0.022,11.139,0.022,10.898,0.019,AAA-222-111-000-0-0,18.2,10.712,0.022,10.522,0.021,10.208,0.067,8.851,NaN,14.6517,0.00126877,0.059,cdwrf,cdwrf,3221,99,5.00587,0.527468,NaN,NaN,0.249,0.055,0.229,0.066,14.8333,9.82929,DWARF,0.006012517,0.002656132,91.28752,NaN,0.111189,NaN,53,0.05443625,,,0.001732421
366,75.9899978637695,-8.90999984741211,NaN,NaN,12.003999710083,11.414999961853,11.1190004348755,16.1749992370605,15.7700004577637,18.5,39.1599998474121,22.9400005340576,-1.62000000476837,0.280000001192093,b'M',b'Simbad',67.2738,9.182456,67.2738,9.182456,284677356,67.2738,9.1825,87.05,-2.94,13.941,STAR,2mass,0.158400000000273,20180610,,,496-007417,04290570+0910569,1237673452701548764,J042905.76+091056.8,3287587767605411840,,,tmgaia,2,2,sblink,NaN,NaN,,186.221047,-26.008151,67.009504,-12.461358,19.151,0.162,17.39,0.2,20.1094,0.041246,17.7042,0.00589769,16.1678,0.00420746,14.471,0.0041213,13.5353,0.00498552,12.004,0.021,11.415,0.023,11.119,0.026,AAA-222-111-000-0-0,40.6,10.913,0.024,10.726,0.021,10.628,0.093,9.142,NaN,14.9987,0.00153285,0.059,cdwrf,cdwrf,3084,68,5.0795,0.443191,NaN,NaN,0.193,0.036,0.163,0.039,22.6733,12.6877,DWARF,0.003035756,0.00113251,NaN,NaN,0.370969,NaN,44,0.001080159,,,0.001465181
166,118.269996643066,-45.7999992370605,NaN,NaN,11.0609998703003,10.4969997406006,10.164999961853,15.0790004730225,22.0499992370605,5.5,36.2900009155273,27.2600002288818,-0.560000002384186,0.310000002384186,b'M',b'Simbad',63.197333,22.390832,63.197333,22.390832,16004516,63.1973,22.3908,118.25,-34.05,13.058,STAR,2mass,0.159174733601783,20180610,,,562-009386,04124734+2223270,,J041247.44+222326.4,52798410927527040,46111233,,tmgaia,2,2,sblink,NaN,NaN,,172.423043,-20.580498,65.353576,1.215611,17.463,0.261,16.173,0.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.061,0.021,10.497,0.028,10.165,0.018,AAA-222-111-000-0-0,14.5,9.953,0.023,9.762,0.02,9.663,0.046,8.707,NaN,14.1582,0.000980889,0.101,cdwrf,cdwrf,3072,67,5.0814,0.442444,NaN,NaN,0.189,0.035,0.157,0.038,23.2549,12.9194,DWARF,0.002866178,0.001061547,NaN,NaN,0.473887,NaN,33,0.5642774,,,NaN
367,100.5,-62.4300003051758,NaN,NaN,9.68000030517578,9.03800010681152,8.82699966430664,12.3620004653931,21.4599990844727,7.73000001907349,37.1399993896484,26.0900001525879,-1.46000003814697,0.560000002384186,b'M',b'Simbad',67.295795,26.246756,67.295795,26.246756,268143470,67.2958,26.2468,101.03,-59.85,10.908,STAR,2mass,0.159220582232714,20180610,,,582-012252,04291097+2614484,1237660761072402547,J042911.06+261447.7,151312419393052032,46686096,,tmgaia,2,2,sblink,NaN,NaN,,172.056643,-15.224496,69.683874,4.394682,14.5,0.184,12.959,0.063,16.7052,0.00942393,16.3123,0.0169325,12.3855,0.000745175,14.146,0.010645,11.5141,0.00205047,9.68,0.021,9.038,0.021,8.827,0.018,AAA-222-111-000-0-0,26,8.695,0.023,8.664,0.02,8.611,0.032,7.94,NaN,11.8857,0.000345996,0.04,cdwrf,cdwrf,3736,63,4.76195,0.343389,NaN,NaN,0.511,0.075,0.55,0.098,4.12192,1.81494,DWARF,0.04583149,0.01345347,66.16068,NaN,1.2095,NaN,49,0.001545623,,,NaN
158,110.080001831055,-31.3099994659424,NaN,NaN,11.1450004577637,10.5729999542236,10.2919998168945,14.9569997787476,20.2199993133545,5.01000022888184,36.6100006103516,26.8299999237061,-0.300000011920929,0.319999992847443,b'M',b'Simbad',62.775546,18.929108,62.775546,18.929108,15938660,62.7755,18.9291,118.58,-33.07,12.837,STAR,2mass,0.159269988682007,20180610,,,545-008931,04110610+1855448,,J041106.20+185544.4,48509181707372928,42926566,,tmgaia,2,2,sblink,NaN,NaN,,174.882395,-23.213627,64.339747,-2.117792,17.257,NaN,15.63,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.145,0.021,10.573,0.022,10.292,0.017,AAA-222-111-000-0-0,26.1,10.114,0.022,9.946,0.021,9.878,0.059,9.064,NaN,13.9886,0.000900096,0.056,cdwrf,cdwrf,3230,66,5.03127,0.3615,NaN,NaN,0.212,0.032,0.176,0.035,18.4716,8.36451,DWARF,0.00440734,0.001330518,71.93543,NaN,0.715032,NaN,46,0.01179895,,,NaN
431,112.73999786377,-42.8499984741211,NaN,NaN,10.9069995880127,10.3210000991821,10.0459995269775,14.7980003356934,24.3899993896484,5.6399998664856,38.8699989318848,23.4300003051758,-0.660000026226044,0.300000011920929,b'M',b'Simbad',68.428389,18.766443,68.428389,18.766443,61259276,68.4284,18.7664,119.54,-43.9,12.576,STAR,2mass,0.159276171404797,20180610,,,544-009618,04334280+1845592,1237671256370184269,J043342.89+184558.7,3410439740829236608,42944327,,tmgaia,2,2,sblink,NaN,NaN,,178.747318,-19.254554,69.595397,-3.157869,16.993,0.014,15.454,0.056,18.9086,0.0200089,16.2464,0.00411783,14.7542,0.00399803,13.6429,0.00158457,12.3708,0.0042901,10.907,0.02,10.321,0.021,10.046,0.02,AAA-222-111-000-0-0,20.2,9.865,0.023,9.696,0.02,9.56,0.053,8.321,NaN,13.7607,0.000803228,0.04,cdwrf,cdwrf,3236,63,4.94816,0.420603,NaN,NaN,0.301,0.051,0.293,0.073,10.7441,5.46126,DWARF,0.008950798,0.003033161,64.60961,NaN,0.483801,NaN,51,0.2625613,,,NaN
356,104.959999084473,-15.1400003433228,4.80200004577637,3.83599996566772,2.14199995994568,1.75399994850159,1.64400005340576,NaN,21.1200008392334,1.17999994754791,38.7200012207031,23.6900005340576,2.32999992370605,2.5,b'M',b'Simbad',67.143733,15.962181,67.143733,15.962181,245792850,67.143713,15.962141,106.74,-33.12,3.35,STAR,2mass,0.159774694395649,20180610,20885,1265-01170-1,530-008817,04283447+1557437,,J042834.57+155743.5,3312748824191277952,,,tmgaia,2,2,sblink,20.66,0.85,hip,180.25663,-21.969647,67.95528,-5.745063,4.788,0.018,3.84084,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.142,0.23,1.754,0.19,1.644,0.218,DCD-333-111-000-0-0,54.4,-0.577,NaN,0.029,NaN,1.806,0.034,1.686,0.021,4.08845,0.000345996,0.04,gaiah,hplx,4969.13,7.74608,3.21,0.0483624,0.165032,0.0525333,17.7136,1.53939,1.07892,0.130386,0.000194119,5.06095E-05,GIANT,172.3573,29.95723,48.40271,1.9914,0.699002,NaN,35,3.9394E-05,,,1
570,96.620002746582,-78.4000015258789,NaN,NaN,11.0670003890991,10.496000289917,10.2049999237061,14.9709997177124,24.7099990844727,10.539999961853,38.6300010681152,23.8400001525879,-1.27999997138977,0.270000010728836,b'M',b'Simbad',72.491552,27.210213,72.491552,27.210213,60009433,72.4916,27.2102,95.12,-74.73,12.848,STAR,2mass,0.160645211056114,20180610,,,587-013555,04495795+2712369,,J044958.04+271236.0,,,,2mass,2,2,sblink,NaN,NaN,,174.358182,-11.048524,74.427348,4.712494,NaN,NaN,15.83,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.067,0.02,10.496,0.022,10.205,0.021,AAA-222-111-000-0-0,28.4,10.048,0.024,9.867,0.021,9.73,0.055,8.793,NaN,NaN,NaN,0.059,cdwrf,cdwrf,3114,98,5.06468,0.542279,NaN,NaN,0.204,0.046,0.176,0.053,20.7311,14.024,DWARF,0.003525571,0.001589963,NaN,NaN,NaN,NaN,84,0.005876053,,,NaN
713,30.1700000762939,1.33000004291534,NaN,NaN,9.75599956512451,9.13300037384033,8.94200038909912,12.048999786377,18.9400005340576,21.0699996948242,44.7599983215332,7.55000019073486,-0.379999995231628,0.579999983310699,b'M',b'Simbad',88.22293,5.774789,88.22293,5.774789,159031624,88.222965,5.774761,26.6724,0.220343,10.956,STAR,2mass,0.160859910357772,20180610,,,479-013855,05525351+0546291,,J055253.50+054629.1,3321019415079713280,38143463,,tmgaia,2.62509,2.43924,hsoy,NaN,NaN,,200.95642,-10.245491,88.144586,-17.653086,13.883,0.043,12.477,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.756,0.021,9.133,0.024,8.942,0.023,AAA-222-111-000-0-0,9.3,8.793,0.023,8.834,0.02,8.772,0.031,8.109,0.234,11.8223,0.000345996,0.017,gaiaj,,3905,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
354,109.5,-20.4899997711182,6.24200010299683,5.89900016784668,5.20900011062622,5.11399984359741,5.02699995040894,NaN,22.4300003051758,2.34999990463257,38.810001373291,23.5400009155273,0.509999990463257,1.62000000476837,b'M',b'Simbad',67.097511,14.740976,67.097511,14.740976,245790062,67.097541,14.74101,110,-21,5.559,STAR,2mass,0.160905491144491,20180610,20873,0681-01152-1,524-008327,04282339+1444276,,J042823.47+144427.4,,,,2mass,8,8,sblink,18.42,1.93,hip,181.258129,-22.766784,67.719833,-6.944392,6.212,0.024,5.89759,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.209,0.026,5.114,0.026,5.027,0.023,EAA-111-111-000-0-0,17.2,5.043,0.202,4.863,0.093,5.065,0.015,4.966,0.028,NaN,NaN,0.034,vjk,hplx,7161,50,NaN,NaN,NaN,NaN,2.89723,0.507125,1.96285,0.392495,0.080712,0.042383,DWARF,19.88636,6.961733,54.28882,5.68824,0.49523,NaN,44,0.0009863914,,,1
298,101.160003662109,-19.0799999237061,NaN,NaN,10.3039999008179,9.6560001373291,9.4680004119873,13.5139999389648,20.4500007629395,5.59999990463257,38.689998626709,23.7399997711182,-2.36999988555908,0.46000000834465,b'M',b'Simbad',66.183392,10.772044,66.183392,10.772044,372949214,66.1834,10.772,106.93,-3.68,11.748,STAR,2mass,0.160906885551292,20180610,,,504-007293,04244401+1046192,,J042444.08+104619.2,3306016372760404992,41025509,,tmgaia,2,2,sblink,NaN,NaN,,184.090173,-25.912002,66.187741,-10.720171,15.589,0.038,14.088,0.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.304,0.023,9.656,0.027,9.468,0.021,AAA-222-111-000-0-0,54,9.32,0.023,9.217,0.02,9.083,0.037,8.215,NaN,12.7896,0.000501834,0.04,cdwrf,cdwrf,3513,64,4.85696,0.372909,NaN,NaN,0.395,0.063,0.409,0.079,6.63639,3.17539,DWARF,0.02140925,0.00682928,79.63794,NaN,0.416804,NaN,29,0.002538923,,,0.002155288
236,96.1500015258789,-38.8199996948242,NaN,NaN,11.0179996490479,10.4099998474121,10.1269998550415,14.8540000915527,18.9300003051758,7.82000017166138,37.2299995422363,25.9599990844727,-0.790000021457672,0.379999995231628,b'M',b'Simbad',65.122452,21.378702,65.122452,21.378702,17283750,65.1225,21.3787,91.02,-41.43,12.692,STAR,2mass,0.16107087564064,20180610,,,557-009295,04202937+2122434,1237664089142657109,J042029.45+212242.9,49448508234976000,45846764,,tmgaia,2,2,sblink,NaN,NaN,,174.501807,-19.938155,66.937581,-0.090874,17.196,0.042,15.538,0.011,18.698,0.0178473,16.4213,0.00378777,14.8992,0.00345869,15.6314,0.0125688,12.4686,0.00382106,11.018,0.021,10.41,0.022,10.127,0.017,AAA-222-111-000-0-0,46.6,9.972,0.023,9.797,0.021,9.683,0.051,8.762,0.444,13.85,0.000839699,0.04,cdwrf,cdwrf,3243,64,4.99564,0.419485,NaN,NaN,0.259,0.046,0.242,0.054,13.9289,7.42156,DWARF,0.006684702,0.002374489,69.17946,NaN,0.716015,NaN,38,0.001248827,,,NaN
280,88.0100021362305,-7.76999998092651,NaN,NaN,11.0909996032715,10.5220003128052,10.201000213623,14.6429996490479,17.5200004577637,11.789999961853,38.5900001525879,23.8999996185303,0.360000014305115,0.389999985694885,b'M',b'Simbad',65.997941,11.38302,65.997941,11.38302,372919064,65.9979,11.383,86.79,-3.11,12.607,STAR,2mass,0.161620315308805,20180610,,,507-007018,04235950+1122588,,J042359.56+112258.8,3306849699494961920,41421047,,tmgaia,2,2,sblink,NaN,NaN,,183.429311,-25.683009,66.106982,-10.087596,16.772,0.131,15.233,0.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.091,0.024,10.522,0.029,10.201,0.022,AAA-222-111-000-0-0,15.8,10.084,0.023,9.941,0.02,9.785,0.054,8.789,NaN,13.7272,0.00079,0.04,cdwrf,cdwrf,3341,64,4.94266,0.399883,NaN,NaN,0.306,0.052,0.299,0.063,10.4353,5.31998,DWARF,0.01051099,0.003572361,81.97797,NaN,0.567978,NaN,39,0.01694176,,,0.002011289
67,175.490005493164,-32.2200012207031,NaN,NaN,9.18599987030029,8.56400012969971,8.30000019073486,12.7559995651245,26.9200000762939,12.7299995422363,32.7599983215332,31.4099998474121,-0.600000023841858,0.560000002384186,b'M',b'Simbad',54.391269,17.850134,54.391269,17.850134,435308532,54.3913,17.8501,170.59,-28.3,10.996,STAR,2mass,0.162068185229945,20180610,,,540-007155,03373387+1751005,,J033734.02+175100.1,56447037184877824,42898478,,tmgaia,2,2,sblink,NaN,NaN,,169.488862,-29.629602,56.329624,-1.524032,NaN,NaN,13.5,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.186,0.02,8.564,0.031,8.3,0.017,AAA-212-111-000-0-0,16.2,8.154,0.024,8.02,0.019,7.912,0.021,7.727,0.223,11.8805,0.000345996,0.04,cdwrf,cdwrf,3282,100,4.75614,0.329335,NaN,NaN,0.531,0.082,0.586,0.067,3.91394,1.81324,DWARF,0.02947393,0.00910306,34.42548,NaN,0.133125,NaN,40,1.087385,,,NaN
127,135.369995117188,-26.1000003814697,NaN,NaN,12.7790002822876,12.2030000686646,11.8590002059937,17.1919994354248,23.8299999237061,6.28999996185303,36.1699981689453,27.4200000762939,-0.370000004768372,0.129999995231628,b'M',b'Simbad',61.044841,15.806078,61.044841,15.806078,243030731,61.0448,15.8061,141,-15,14.968,STAR,2mass,0.162610165493196,20180610,,,,04041073+1548219,1237673285740593324,J040410.84+154821.7,,,,2mass,8,8,sblink,NaN,NaN,,176.210908,-26.53457,62.127098,-4.875329,NaN,NaN,17.76,0.2,21.5547,0.128678,19.1554,0.00982795,17.5744,0.00549371,15.5767,0.00368276,14.4775,0.00395108,12.779,0.023,12.203,0.026,11.859,0.02,AAA-222-111-000-0-0,21.4,11.65,0.024,11.446,0.023,11.281,0.152,9.008,NaN,NaN,NaN,0.067,cdwrf,cdwrf,2947,68,5.14493,0.410888,NaN,NaN,0.151,0.026,0.116,0.026,33.692,17.4038,DWARF,0.00154942,0.0005335751,NaN,NaN,0.401657,NaN,28,0.03411196,,,NaN
217,121.180000305176,-40.7000007629395,11.0989999771118,10.0109996795654,7.84000015258789,7.30000019073486,7.16200017929077,9.60599994659424,23.7000007629395,4.55999994277954,37.5499992370605,25.5,-1.87999999523163,0.879999995231628,b'M',b'Simbad',64.591639,17.421641,64.591639,17.421641,435883876,64.591619,17.4216,113.59,-50.68,8.79,STAR,2mass,0.16280375222421,20180610,20086,1268-00707-1,538-008542,04182197+1725178,1237671257979158709,J041822.06+172517.3,47319853723293440,42931829,,tmgaia,2,2,sblink,19.57,1.86,hip,177.351766,-22.916998,65.77392,-3.906275,11.051,0.053,10.01,0.03,15.5026,0.00946563,10.7047,0.000695228,9.6399,0.000401825,9.20372,0.000734685,9.93851,0.00311688,7.84,0.021,7.3,0.024,7.162,0.017,AAA-111-111-000-0-0,18.1,7.073,0.05,7.074,0.021,7.018,0.017,7.014,0.131,9.48857,0.000345996,0.017,gaiaj,hplx,4548.93,28.0899,NaN,NaN,NaN,NaN,1.29742,0.265773,0.780067,0.092009,1.72686,0.554403,GIANT,0.2146772,0.04594772,51.09862,4.85659,0.524259,NaN,0,NaN,,,NaN
145,133.210006713867,-23.0200004577637,NaN,NaN,8.76599979400635,8.10599994659424,7.93300008773804,10.9440002441406,23.7600002288818,5.65000009536743,36.5200004577637,26.9500007629395,1.05999994277954,0.670000016689301,b'M',b'Simbad',62.046224,16.873084,62.046224,16.873084,389044637,62.046219,16.873039,145.57,-18.17,10.045,STAR,2mass,0.162913179838827,20180610,,1251-00222-1,535-008044,04081110+1652229,,J040811.19+165222.7,,42924304,,2mass,2,2,sblink,NaN,NaN,,176.045655,-25.106402,63.276821,-4.010526,13.29,0.514,11.125,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.766,0.026,8.106,0.042,7.933,0.024,AAA-111-111-000-0-0,5.2,7.83,0.029,7.871,0.02,7.784,0.02,7.849,0.198,NaN,NaN,0.075,vjk,,4148,171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,55.3431,NaN,0.529074,NaN,40,0.02438753,,,NaN
