#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Seq, pmRA, pmDE, Bmag, Vmag, Jmag, Hmag, Ksmag, rmag, plx, Dist, RV, Vpar, Vper, Mass, M, Simbad, RAJ2000, DEJ2000, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Seq,pmRA,pmDE,Bmag,Vmag,Jmag,Hmag,Ksmag,rmag,plx,Dist,RV,Vpar,Vper,Mass,M,Simbad,RAJ2000,DEJ2000,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx_,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag_,e_Bmag,Vmag_,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag_,e_Jmag,Hmag_,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass_,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
630,61.0200004577637,-15.6599998474121,NaN,NaN,12.7659997940063,12.1759996414185,11.8760004043579,17.3589992523193,16.9300003051758,15.0900001525879,41.8199996948242,17.6399993896484,0.409999996423721,0.170000001788139,b'M',b'Simbad',75.701594,13.632706,75.701594,13.632706,303683175,75.7016,13.6327,77,-13,14.913,STAR,2mass,0.0301197807142987,20180610,,,,05024838+1337578,1237673451094999608,J050248.43+133757.5,,,,2mass,8,8,sblink,NaN,NaN,,187.453456,-16.697033,75.931558,-9.111017,20.129,0.164,18.26,0.2,21.9256,0.16759,18.9296,0.00917888,17.3565,0.00571557,15.474,0.00461421,14.391,0.00482885,12.766,0.021,12.176,0.021,11.876,0.019,AAA-222-111-000-0-0,7.2,11.682,0.023,11.49,0.023,11.299,0.174,8.384,NaN,NaN,NaN,0.067,cdwrf,cdwrf,2982,67,5.12169,0.428489,NaN,NaN,0.161,0.029,0.125,0.029,29.9525,16.1855,DWARF,0.001846618,0.0006652412,NaN,NaN,0.45901,NaN,55,0.1861064,,,0.0007837006
156,149.809997558594,-79.1800003051758,NaN,NaN,9.3129997253418,8.61200046539307,8.4709997177124,11.5129995346069,26.4500007629395,14.8500003814697,33.7799987792969,30.3199996948242,1.73000001907349,0.529999971389771,b'M',b'Simbad',62.68061,32.9347,62.68061,32.9347,467783963,62.6806,32.9347,147.57,-80.47,10.561,STAR,2mass,0.0302144669476802,20180610,,,615-012926,04104335+3256048,,J041043.46+325603.9,,48440394,,2mass,2,2,sblink,NaN,NaN,,164.198221,-13.533237,66.838914,11.665969,13.498,0.076,12.057,0.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.313,0.022,8.612,0.049,8.471,0.02,AAA-212-111-0d0-0-0,22.5,8.37,0.022,8.387,0.019,8.296,0.023,8.072,0.256,NaN,NaN,0.298,cdwrf,cdwrf,4036,77,4.90408,0.270089,NaN,NaN,0.363,0.041,0.385,0.057,8.04898,2.72734,DWARF,0.03150015,0.007115736,70.91193,NaN,NaN,NaN,92,0.1215852,,,0.005717802
582,68.0400009155273,-17.0799999237061,8.43900012969971,7.89300012588501,6.92999982833862,6.68599987030029,6.6710000038147,NaN,16.6700000762939,14.6000003814697,40.7900009155273,19.9200000762939,1.04999995231628,1.25999999046326,b'M',b'Simbad',72.846735,15.433467,72.846735,15.433467,436658862,72.846732,15.433459,65.8227,-18.1965,7.39,STAR,2mass,0.0306238408075763,20180610,22566,1280-01110-1,528-010013,04512320+1526004,,J045123.26+152600.3,3404850785786832512,42964768,,tmgaia,0.0623676,0.0406225,tgas,16.4489,0.279831,tgas,184.246767,-17.924708,73.354991,-7.020155,8.433,0.027,7.9,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.93,0.032,6.686,0.017,6.671,0.021,AAA-111-111-000-0-0,38.9,6.632,0.076,6.623,0.021,6.672,0.016,6.534,0.072,7.72775,0.000345996,0.021,gaiaj,tplx,6402.92,53.9054,NaN,NaN,0.19,0.1,1.22945,0.113138,1.23171,0.210481,0.66279,0.182976,DWARF,2.28891,0.421266,60.79434,1.51627,0.448567,NaN,56,0.0007858787,,,0.004421375
595,88.120002746582,-41.2999992370605,NaN,NaN,10.1630001068115,9.49100017547607,9.27700042724609,13.3739995956421,22.5100002288818,5.78999996185303,40.5,20.5,0.280000001192093,0.46000000834465,b'M',b'Simbad',73.683791,19.680899,73.683791,19.680899,68575702,73.6838,19.6809,85.68,-46.81,11.748,STAR,2mass,0.0307189589266545,20180610,,,549-011540,04544410+1940513,,J045444.17+194050.8,3408504256767149696,42968899,,tmgaia,2,2,sblink,NaN,NaN,,181.16742,-14.770492,74.641131,-2.89266,15.477,-0.024,14.48,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.163,0.021,9.491,0.022,9.277,0.017,AAA-222-111-000-0-0,32.2,9.153,0.022,9.054,0.021,8.936,0.034,8.759,0.488,12.6441,0.000468361,0.058,cdwrf,cdwrf,3317,99,4.86358,0.366242,NaN,NaN,0.413,0.065,0.454,0.085,6.44474,3.04292,DWARF,0.01860273,0.005855581,69.96394,NaN,NaN,NaN,51,0.02257508,,,NaN
358,98.3399963378906,-41.8300018310547,9.35900020599365,8.61400032043457,7.29199981689453,6.99599981307983,6.90799999237061,NaN,20.7099990844727,3.16000008583069,38.2599983215332,24.4099998474121,-1.46000003814697,1.02999997138977,b'M',b'Simbad',67.155056,19.740681,67.155056,19.740681,17554784,67.155047,19.740679,102.718,-38.1254,7.919,STAR,2mass,0.0313343087573525,20180610,20890,1273-00711-1,549-009696,04283719+1944265,,J042837.29+194426.1,48061405596787712,42939509,,tmgaia,0.0666678,0.0421995,tgas,21.0062,0.299503,tgas,177.139887,-19.564101,68.552523,-2.013774,9.383,0.0471699,8.634,0.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.292,0.023,6.996,0.016,6.908,0.016,AAA-111-111-000-0-0,40.1,6.867,0.06,6.884,0.02,6.892,0.018,6.983,0.167,8.38431,0.000345996,0.018,gaiaj,tplx,5554,58,NaN,NaN,NaN,NaN,1.29652,0.11602,1.27867,0.240449,0.586706,0.157505,DWARF,1.441042,0.2579053,47.60499,0.960686,0.625961,NaN,42,0.0006028682,,,NaN
506,80.1399993896484,-1.10000002384186,NaN,NaN,11.5369997024536,11.0139999389648,10.7069997787476,15.2270002365112,18.3199996948242,12.0200004577637,40.3800010681152,20.7299995422363,-0.379999995231628,0.28999999165535,b'M',b'Simbad',70.445297,7.275691,70.445297,7.275691,373308139,70.4453,7.2757,81.98,8.82,13.192,STAR,2mass,0.0341251996435999,20180610,,,487-008053,04414687+0716323,,J044146.92+071632.4,3289131275772552064,38360496,,tmgaia,2,2,sblink,NaN,NaN,,189.948575,-24.549336,69.914545,-14.810487,17.407,-0.138,16.17,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.537,0.022,11.014,0.03,10.707,0.025,AAA-222-111-000-0-0,55.8,10.485,0.023,10.327,0.021,10.244,0.078,8.19,NaN,14.2892,0.0010491,0.061,cdwrf,cdwrf,3261,68,4.98681,0.424781,NaN,NaN,0.267,0.048,0.252,0.057,13.2394,7.14033,DWARF,0.007263073,0.002611442,90.49821,NaN,0.174898,NaN,42,0.0001046331,,,0.001725284
267,99.4000015258789,-33.75,10.289999961853,9.38099956512451,7.72200012207031,7.2810001373291,7.15100002288818,9.11400032043457,19.7700004577637,5.01999998092651,37.7700004577637,25.1700000762939,-0.140000000596046,0.990000009536743,b'M',b'Simbad',65.84521,19.658674,65.84521,19.658674,17335733,65.845217,19.658667,97.77,-31.94,8.481,STAR,2mass,0.0346151537257386,20180610,20482,1272-00912-1,549-009450,04232283+1939312,,J042322.92+193930.8,48197779400792320,42935433,,tmgaia,2,2,sblink,16.5,1.32,hip,176.357899,-20.558028,67.321253,-1.89904,10.233,0.022,9.39,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.722,0.024,7.281,0.021,7.151,0.02,AAA-111-111-000-0-0,24.4,7.065,0.04,7.11,0.02,7.083,0.017,7.052,0.121,9.04241,0.000345996,0.018,gaiaj,hplx,4740.56,90.623,NaN,NaN,0.127584,0.0126557,1.63224,0.286915,0.908252,0.112983,0.20886,0.11014,DWARF,1.21222,0.4261677,60.6061,5.75373,0.631998,NaN,42,0.00108362,,,NaN
252,113.199996948242,-21.9300003051758,6.05399990081787,5.71000003814697,5.05200004577637,5.01599979400635,4.96000003814697,NaN,22.3400001525879,2.89000010490417,38.2299995422363,24.4599990844727,-0.439999997615814,1.69000005722046,b'M',b'Simbad',65.514657,14.077197,65.514657,14.077197,435923755,65.514649,14.077191,113.756,-21.3819,5.487,STAR,2mass,0.0353118969042033,20180610,20400,0680-00995-1,521-007999,04220349+1404379,,J042203.62+140437.7,3311000115371733504,,,tmgaia,0.0366502,0.0258354,tgas,21.911,0.57004,tgas,180.776327,-24.378001,66.087135,-7.35256,6.023,0.025,5.70753,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.052,0.023,5.016,0.021,4.96,0.017,EAA-111-111-000-0-0,44.8,4.974,0.194,4.8,0.09,5.002,0.015,4.945,0.038,5.66496,0.000345996,0.074,gaiav,tplx,7310,125,4.12,0.2,0.07,0.11,2.80989,0.285325,2.44076,0.425232,0.110016,0.0335142,DWARF,20.31154,4.124994,45.63918,1.34175,0.833409,NaN,29,0.0006324432,,,1
125,119,-35.439998626709,11.1619997024536,10.0950002670288,8.20600032806396,7.70900011062622,7.59999990463257,9.72900009155273,21.0200004577637,5.46000003814697,35.7299995422363,27.9899997711182,-0.930000007152557,0.829999983310699,b'M',b'Simbad',60.91266,19.455008,60.91266,19.455008,14331880,60.912669,19.455003,122.154,-33.4165,9.05916,STAR,2mass,0.0354585203669498,20180610,18946,1258-00768-1,548-008408,04033902+1927180,,J040339.11+192717.9,50327292903510144,42920938,,tmmgaia,0.17682,0.11929,tgas,20.8589,0.263791,tgas,173.155085,-24.146057,62.70978,-1.2709,11.133,-0.002,10.12,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.206,0.02,7.709,0.024,7.6,0.02,AAA-111-111-000-0-0,14.1,7.429,0.034,7.518,0.02,7.499,0.02,7.292,0.17,9.689,0.0003,0.0171494,gaiaj,tplx,4581,26,4.65,0.03,0.12,0.02,0.992193,0.089298,0.804156,0.0946258,1.69934,0.554788,DWARF,0.2245926,0.04888206,NaN,NaN,0.276299,NaN,0,NaN,,,NaN
190,115.779998779297,-21.7199993133545,6.7189998626709,6.29699993133545,5.51399993896484,5.40100002288818,5.32600021362305,NaN,21.7999992370605,2.71000003814697,37.4700012207031,25.6100006103516,0.200000002980232,1.51999998092651,b'M',b'Simbad',63.942852,15.400696,63.942852,15.400696,434237029,63.942846,15.400688,115.634,-21.5155,5.911,STAR,2mass,0.0355400517592355,20180610,19877,1251-00128-1,528-008281,04154626+1524025,,J041546.35+152402.3,3312136494998639872,42930121,,tmgaia,0.0324433,0.0255821,tgas,21.8505,0.814886,tgas,178.58963,-24.702758,64.807235,-5.788726,6.702,0.024,6.31036,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.514,0.034,5.401,0.024,5.326,0.016,AAA-111-111-000-0-0,20.8,5.373,0.178,5.253,0.066,5.383,0.015,5.362,0.04,6.19921,0.000345996,0.021,gaiaj,tplx,6701.82,33.4944,4.26,0.2,0.12,0.15,2.2828,0.244658,1.9223,0.391004,0.161591,0.0519554,DWARF,9.471123,2.030126,45.76554,1.81876,0.469743,NaN,36,0.0008536952,,,1
45,169.860000610352,-6.30999994277954,7.95699977874756,7.36999988555908,6.29099988937378,6.05200004577637,5.99200010299683,NaN,23.7999992370605,15.5900001525879,30.3299999237061,33.7700004577637,-2.44000005722046,1.21000003814697,b'M',b'Simbad',49.359951,7.655811,49.359951,7.655811,445925825,49.359943,7.655805,166.441,-6.26119,6.828,STAR,2mass,0.0357949585877798,20180610,15304,0649-00766-1,489-004552,03172638+0739208,,J031726.49+073920.5,10584895361388800,38347887,,tmgaia,0.0672062,0.044089,tgas,21.6019,0.269104,tgas,173.671539,-40.413155,49.016231,-10.190447,7.961,0.0634429,7.394,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.291,0.023,6.052,0.047,5.992,0.021,AAA-111-111-000-0-0,38.8,5.976,0.117,5.883,0.045,5.989,0.017,5.868,0.042,7.22439,0.000345996,0.018,gaiaj,tplx,6068.82,42.3999,4.2,0.1,0.348,0.0447214,1.62353,0.139485,1.39648,0.311261,0.326328,0.0841089,DWARF,3.221309,0.5535152,46.29222,0.863638,0.308187,NaN,27,0.001299037,,,0.003278202
370,105.470001220703,-31.2099990844727,7.52699995040894,7.00299978256226,6.02699995040894,5.77400016784668,5.72399997711182,NaN,21.8600006103516,0.910000026226044,38.6199989318848,23.8500003814697,-0.0199999995529652,1.33000004291534,b'M',b'Simbad',67.33564,17.544936,67.33564,17.544936,456891444,67.33564,17.544946,106.07,-28.59,6.507,STAR,2mass,0.0359999999930078,20180610,20935,1269-00294-1,538-009208,04292055+1732418,,J042920.64+173241.4,3314167396054905728,42940134,,tmgaia,2,2,sblink,23.25,1.04,hip,179.059818,-20.830592,68.382984,-4.209649,7.43,NaN,7.02084,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.027,0.026,5.774,0.04,5.724,0.02,AAA-111-111-0d0-0-0,19.9,5.731,0.149,5.621,0.075,5.723,0.017,5.666,0.047,6.86025,0.000345996,0.019,gaiaj,hplx,6201.28,44.1834,NaN,NaN,NaN,NaN,1.45104,0.144595,1.22655,0.207229,0.401464,0.120017,DWARF,2.805297,0.5590913,43.01075,1.92392,0.378474,NaN,49,0.001634775,,,NaN
99,130.119995117188,-30.9300003051758,NaN,NaN,10.2299995422363,9.62899971008301,9.38799953460693,13.5869998931885,21.9099998474121,6.40000009536743,34.9700012207031,28.9400005340576,-0.540000021457672,0.449999988079071,b'M',b'Simbad',58.988199,18.43229,58.988199,18.43229,14108034,58.9882,18.4323,137.59,-44.53,11.757,STAR,2mass,0.036161642132619,20180610,,,543-008052,03555715+1825564,1237664089676710032,J035557.27+182555.9,49968302356704256,42913641,,tmgaia,2,2,sblink,NaN,NaN,,172.573455,-26.166432,60.721522,-1.910391,15.654,0.07,14.295,0.27,17.5448,0.0121964,15.9865,0.00728769,13.7107,0.00168403,12.4336,0.00149384,11.9711,0.00285031,10.23,0.024,9.629,0.025,9.388,0.021,AAA-222-111-000-0-0,6.3,9.235,0.022,9.125,0.02,9.008,0.032,8.575,0.391,12.8127,0.00050737,0.07,cdwrf,cdwrf,3423,65,4.90308,0.390729,NaN,NaN,0.347,0.058,0.351,0.071,8.40076,4.21249,DWARF,0.01489297,0.004978629,66.00939,NaN,0.3428,NaN,36,0.04147051,,,NaN
16,164.539993286133,4.71999979019165,10.3079996109009,9.48900032043457,8.07100009918213,7.68699979782104,7.55800008773804,9.22500038146973,19.7299995422363,24.8799991607666,22.3400001525879,39.5099983215332,1.87999999523163,0.879999995231628,b'M',b'Simbad',36.64019,15.373467,36.64019,15.373467,408744132,36.640189,15.373477,164.506,5.30504,8.727,STAR,2mass,0.0361669618766004,20180610,,1215-01096-1,527-004325,02263361+1522245,,J022633.76+152224.5,76117300205326976,42849199,,tmgaia,0.807405,1.05692,tgas,21.7268,0.653669,tgas,154.279524,-41.636065,39.306589,0.821598,10.317,0.046,9.482,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.071,0.065,7.687,0.034,7.558,0.017,AAA-111-111-000-0-0,15.1,7.48,0.031,7.537,0.02,7.512,0.018,7.307,0.137,9.21417,0.000345996,0.032,gaiaj,tplx,5555,187,4.73507,0.278092,NaN,NaN,0.703088,0.0869484,0.978733,0.124425,2.81602,1.04474,DWARF,0.4240825,0.1048896,46.02621,1.52361,0.206545,NaN,13,0.001914672,,,NaN
549,110.51000213623,-83.0800018310547,11.7770004272461,10.6029996871948,8.43000030517578,7.8769998550415,7.71700000762939,10.1160001754761,27.6000003814697,12.5600004196167,38.7000007629395,23.7099990844727,-1.27999997138977,0.649999976158142,b'M',b'Simbad',71.92416,26.150231,71.92416,26.150231,59873985,71.924165,26.150222,113.423,-83.8334,9.36471,STAR,2mass,0.036205336163151,20180610,22271,1835-00809-1,581-012504,04474178+2609009,1237660559747383428,J044741.88+260859.9,154257255129157248,47450903,,tmgaia,0.17961,0.115255,tgas,21.0484,0.292254,tgas,174.880951,-12.106038,73.793206,3.722212,11.78,0.0708872,10.606,0.005,15.1749,0.0077377,11.2657,0.000492037,10.173,0.000323419,9.78314,0.000335482,12.2991,0.0106116,8.43,0.018,7.877,0.023,7.717,0.027,AAA-111-111-000-0-0,29.8,7.676,0.029,7.76,0.018,7.699,0.02,7.668,0.238,10.0519,0.000345996,0.0167245,gaiaj,tplx,4347.13,32.5039,4.61,0.0424264,-0.09,0.0312348,1.07964,0.0968734,0.773941,0.0914072,1.90657,0.533277,DWARF,0.1617272,0.03015731,NaN,NaN,NaN,NaN,0,NaN,,,NaN
492,99.6399993896484,-64.1800003051758,11.7440004348755,10.6260004043579,8.16800022125244,7.58300018310547,7.38500022888184,10.3330001831055,22.9500007629395,7.78000020980835,38.2299995422363,24.4699993133545,-0.839999973773956,0.829999983310699,b'M',b'Simbad',70.038395,25.5924,70.038395,25.5924,150061097,70.038402,25.592392,102.33,-63.1851,9.214,STAR,2mass,0.0366876671269568,20180610,,1834-00179-1,578-012454,04400920+2535326,1237660760536580108,J044009.30+253532.0,148183862135533952,46444375,,tmgaia,2.03137,1.37857,tgas,22.6787,0.335809,tgas,174.225461,-13.773974,72.035001,3.389477,11.654,0.129,10.623,0.011,15.7439,0.0115576,11.5552,0.000603547,10.3785,0.000335277,9.82072,0.000238269,9.79365,0.0010958,8.168,0.023,7.583,0.027,7.385,0.021,AAA-111-111-000-0-0,35.1,7.273,0.035,7.266,0.02,7.214,0.016,7.218,0.117,9.97765,0.000345996,0.018,gaiaj,tplx,4255,172,4.36986,0.218758,NaN,NaN,0.903533,0.165847,0.665257,0.077471,1.99837,0.580561,GIANT,0.1418517,0.02747349,44.09422,0.643387,NaN,NaN,0,NaN,,,NaN
123,132.210006713867,-36.5400009155273,NaN,NaN,10.7700004577637,10.1780004501343,9.91300010681152,14.7170000076294,23.25,5.94000005722046,35.7700004577637,27.9400005340576,-1.05999994277954,0.340000003576279,b'M',b'Simbad',60.721293,18.407292,60.721293,18.407292,61173603,60.7213,18.4073,117.92,-22.94,12.469,STAR,2mass,0.0374320688296213,20180610,,,543-008365,04025310+1824262,1237664088603623440,J040253.20+182426.0,47109434685526656,42920371,,tmgaia,2,2,sblink,NaN,NaN,,173.855641,-24.997259,62.328712,-2.263561,16.979,0.189,15.627,0.418,18.6969,0.0163003,16.1938,0.0045639,14.7122,0.00432299,16.979,0.0146746,12.2535,0.00477543,10.77,0.018,10.178,0.017,9.913,0.016,AAA-222-111-000-0-0,19.3,9.749,0.022,9.564,0.02,9.402,0.037,8.95,0.519,13.6376,0.000755818,0.052,cdwrf,cdwrf,3238,61,5.00035,0.40682,NaN,NaN,0.256,0.044,0.239,0.052,14.2455,7.34534,DWARF,0.006490558,0.002231129,61.76587,NaN,0.389331,NaN,36,0.03100117,,,NaN
381,64.4199981689453,-10.6800003051758,13.3269996643066,11.5710000991821,9.45400047302246,8.86100006103516,8.71599960327148,11.2030000686646,13.5100002288818,28.3199996948242,39.2099990844727,22.8700008392334,-1.48000001907349,0.790000021457672,b'M',b'Simbad',67.513645,10.939265,67.513645,10.939265,284705414,67.513638,10.939257,66.5621,-13.9367,10.4,STAR,2mass,0.0379685519948006,20180610,,0673-00130-1,505-007593,04300327+1056213,,J043003.32+105621.2,3306066434899058560,40487314,,tmgaia,1.17119,0.692286,tgas,14.5907,0.276738,tgas,184.816691,-24.770237,67.527618,-10.763002,13.372,0.546,11.584,0.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.454,0.022,8.861,0.029,8.716,0.025,AAA-222-111-000-0-0,35.7,8.665,0.023,8.746,0.021,8.642,0.027,8.79,0.475,11.0953,0.000345996,0.018,gaiaj,tplx,4386,174,4.54947,0.462509,NaN,NaN,0.728782,0.162885,0.685869,0.0814436,1.77194,1.1881,GIANT,0.1770779,0.07915492,68.53668,1.27572,0.325442,NaN,37,0.01049681,,,0.002276645
436,102.029998779297,-34.8199996948242,9.31099987030029,8.49499988555908,6.98899984359741,6.57600021362305,6.46500015258789,NaN,22.4099998474121,2.35999989509583,39.2999992370605,22.7000007629395,-2.17000007629395,1.01999998092651,b'M',b'Simbad',68.493908,15.163619,68.493908,15.163619,245860592,68.493916,15.163627,101.63,-20.23,7.694,STAR,2mass,0.0400265894374486,20180610,21280,1266-00398-1,526-008783,04335852+1509491,,J043358.60+150948.8,3309540170088830464,42944606,,tmgaia,2,2,sblink,24.02,1.68,hip,181.799238,-21.444917,69.127368,-6.730899,9.246,0.063,8.48,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.989,0.026,6.576,0.024,6.465,0.024,AAA-111-111-000-0-0,32.5,6.453,0.084,6.441,0.024,6.485,0.018,6.586,0.083,8.21591,0.000345996,0.019,gaiaj,hplx,5207,80,NaN,NaN,NaN,NaN,1.13613,0.187589,0.913163,0.114068,0.622679,0.308436,DWARF,0.854872,0.2822997,41.63197,2.91181,0.798979,NaN,45,0.0003882431,,,0.004599484
226,123.430000305176,-42.7299995422363,NaN,NaN,10.9040002822876,10.2910003662109,10.0089998245239,14.8219995498657,24.0100002288818,5.42999982833862,37.3600006103516,25.7800006866455,-0.740000009536743,0.310000002384186,b'M',b'Simbad',64.762907,19.544309,64.762907,19.544309,17198964,64.7629,19.5443,126.24,-28.22,12.537,STAR,2mass,0.0401712591328414,20180610,,,548-009163,04190307+1932395,,J041903.18+193239.1,48977371797736064,42932275,,tmgaia,2,2,sblink,NaN,NaN,,175.735213,-21.403386,66.296291,-1.842277,NaN,NaN,15.37,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.904,0.021,10.291,0.022,10.009,0.018,AAA-222-111-000-0-0,47.1,9.888,0.022,9.71,0.019,9.557,0.05,8.47,NaN,13.7487,0.000798477,0.061,cdwrf,cdwrf,3266,63,4.98376,0.41318,NaN,NaN,0.269,0.047,0.254,0.056,13.049,6.8398,DWARF,0.00741761,0.002592027,67.65012,NaN,0.504561,NaN,47,0.0008175853,,,NaN
694,39.5699996948242,15.1599998474121,NaN,NaN,9.49300003051758,8.85499954223633,8.70199966430664,11.4799995422363,15.6499996185303,28.3700008392334,43.560001373291,12.7600002288818,-1.37000000476837,0.709999978542328,b'M',b'Simbad',83.226578,-0.789489,83.226578,-0.789489,50789581,83.226567,-0.789486,-0.243666,-0.211252,10.572,STAR,2mass,0.0410426885229266,20180610,,,447-010428,05325437-0047221,1237663332148576348,J053254.38-004722.1,3220676369022388608,85367,,tmgaia,2.27618,2.27618,hsoy,NaN,NaN,,204.421176,-17.775248,82.579653,-24.054473,13.239,0.016,11.88,0.046,15.6435,0.00630541,12.8788,0.0011641,11.6286,0.000677119,11.1671,0.000877837,11.0674,0.00186206,9.493,0.022,8.855,0.04,8.702,0.023,AAA-212-111-000-0-0,13.9,8.548,0.024,8.632,0.019,8.211,0.027,7.475,0.151,11.3579,0.000345996,0.017,gaiaj,,4627,26,0.03,NaN,0.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.359916,NaN,0,NaN,,,NaN
546,70.1999969482422,-4.80999994277954,NaN,NaN,10.8470001220703,10.246000289917,9.98400020599365,14.423999786377,16.8199996948242,15.0100002288818,40.8300018310547,19.8199996948242,0.730000019073486,0.439999997615814,b'M',b'Simbad',71.904712,10.233,71.904712,10.233,450084323,71.9047,10.233,85.08,-5.15,12.373,STAR,2mass,0.0425128370823562,20180610,,,502-008264,04473712+1013587,1237673472030343346,J044737.18+101358.7,3293176069813185280,41029836,,tmgaia,2,2,sblink,NaN,NaN,,188.189799,-21.684024,71.785987,-12.069447,16.521,0.051,14.954,0.034,18.525,0.0158579,15.8437,0.00430584,14.3982,0.00413528,13.302,0.000610483,12.2923,0.00483068,10.847,0.022,10.246,0.031,9.984,0.02,AAA-222-111-000-0-0,19.4,9.864,0.023,9.724,0.021,9.536,0.048,8.637,0.447,13.5215,0.000713946,0.064,cdwrf,cdwrf,3378,64,4.92654,0.397859,NaN,NaN,0.324,0.055,0.323,0.067,9.49659,4.83622,DWARF,0.01231468,0.004180911,79.64317,NaN,0.464902,NaN,48,0.01379308,,,0.002047123
