#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, m_Name, H09, logg, Teff, Fbol, __Fe_H_, __a_Fe_, RV, ageMLP, M_MLP, SimbadName, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, string, float, float, float, float, float, float, float, float, string, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,m_Name,H09,logg,Teff,Fbol,__Fe_H_,__a_Fe_,RV,ageMLP,M_MLP,SimbadName,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff_,e_Teff,logg_,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'HD 45665',b'',b'H09',4.48999977111816,5636,1.22310002126369E-08,-0.00999999977648258,0,-3.5,0.100000001490116,0.980000019073486,b'HD 45665',96.8358333333333,-33.1138888888889,117881543,96.836104,-33.114015,-14.1652,-67.9431,7.747,STAR,2mass,0.933919826156697,20180610,30729,7078-00307-1,285-010850,06272066-3306503,,J062720.65-330651.1,2892003927977910016,15214786,,tmgaia,0.0560881,0.0670285,tgas,22.6501,0.229971,tgas,241.105192,-19.106754,100.353594,-56.307872,9.062,0.012,8.41,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.184,0.021,6.812,0.036,6.749,0.016,AAA-111-111-000-0-0,40,6.716,0.067,6.715,0.021,6.727,0.018,6.565,0.057,8.16329,0.000345996,0.018,gaiaj,tplx,5630.05,40.5239,NaN,NaN,NaN,NaN,1.01038,0.089478,0.971844,0.123974,0.942198,0.25032,DWARF,0.9240877,0.1636721,44.14991,0.73681,0.0671912,NaN,63,0.0008850452,,,0.007575769
b'HD 50975',b'',b'H09',2.70000004768372,5754,3.62880001603116E-08,-0.910000026226044,0.25,35.9000015258789,0.400000005960464,2.83999991416931,b'HD 50975',103.950833333333,8.87722222222222,235443062,103.950992,8.877429,-2.98452,1.33026,6.788,STAR,2mass,0.934147132736706,20180610,33317,0748-00781-1,495-034937,06554823+0852387,,J065548.23+085238.9,3157478330442210048,38423851,,tmgaia,0.0739479,0.0490311,tgas,0.540865,0.226125,tgas,205.505474,4.99786,104.203399,-13.876638,8.121,NaN,7.51,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.138,0.023,5.762,0.02,5.665,0.026,AAA-111-111-000-0-0,18.4,5.612,0.17,5.445,0.06,5.558,0.015,5.374,0.04,7.27067,0.000345996,0.018,gaiaj,splin,5754,80,NaN,NaN,NaN,NaN,1.12353,1.12353,1.029291,0.119736,0.72574,2.17722,GIANT,1.246653,1.246653,1848.888,545.091,NaN,NaN,0,NaN,,,NaN
b'HD 161098',b'',b'H09',4.51999998092651,5645,2.40860007494348E-08,-0.25,0.140000000596046,-17.2000007629395,0.100000001490116,0.939999997615814,b'HD 161098',265.934166666667,-3.91777777777778,41123769,265.934404,-3.917884,-109.25,-239.6,7.029,STAR,2mass,0.934248992703915,20180610,86765,5089-00472-1,431-072042,17434426-0355042,,J174344.16-035506.8,,917993,,2mass,2,2,sblink,33.36,1.09,hip,21.486058,13.140093,265.697708,19.46071,8.311,NaN,7.67,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.419,0.024,6.102,0.036,6.014,0.029,AAA-111-111-000-0-0,12.4,6.02,0.117,5.923,0.042,6.017,0.015,5.99,0.049,NaN,NaN,0.033,vjk,hplx,5607.13,4.20385,4.46468,0.0178174,-0.265025,0.00705346,1.06507,0.100337,1.1081,0.140922,0.917159,0.259208,DWARF,1.010214,0.1903384,29.97602,0.979432,NaN,NaN,217,0.00870201,,,0.0006133432
b'HD 110261',b'',b'H09',4.28000020980835,7086,2.2904000474E-08,-0.0399999991059303,0.0799999982118607,NaN,0.100000001490116,1.48000001907349,b'HD 110261',190.207916666667,3.86944444444444,350547262,190.208039,3.869674,-67.4266,-33.312,7.317,STAR,2mass,0.935951821120245,20180610,61881,0293-00349-1,470-047074,12404992+0352108,,J124049.87+035210.6,3704034668572956288,37624665,,tmgaia,0.033633,0.0272365,tgas,11.7051,0.420451,tgas,296.257184,66.603877,187.850163,7.599791,8.027,0.028,7.68,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.955,0.02,6.859,0.051,6.782,0.021,AAA-111-111-000-0-0,49.3,6.713,0.07,6.709,0.021,6.789,0.017,6.6,0.074,7.57744,0.000345996,0.017,gaiaj,tplx,6923.22,60.1779,NaN,NaN,NaN,NaN,1.62839,0.175537,1.5242,0.36061,0.352993,0.114156,DWARF,5.488379,1.183271,85.43285,3.76986,0.0375196,NaN,14,0.004697489,,,0.002954277
b'HD 76028',b'',b'H09',4.51999998092651,5628,6.9934000812566E-09,0.0199999995529652,-0.0199999995529652,9.80000019073486,0.100000001490116,0.980000019073486,b'HD 76028',133.192083333333,-26.9472222222222,1967098,133.192344,-26.947339,-24.367,38.8094,8.349,STAR,2mass,0.936209786403548,20180610,43597,6580-02199-1,316-054833,08524616-2656504,,J085246.14-265650.1,5649038714834843392,12683875,,tmgaia,0.0718955,0.0822054,tgas,15.4576,0.241485,tgas,251.276204,11.187724,145.712436,-42.399231,10.013,0.352,9.01,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.752,0.026,7.417,0.034,7.35,0.02,AAA-111-111-000-0-0,37.2,7.24,0.037,7.365,0.021,7.354,0.018,7.253,0.142,8.79027,0.000345996,0.019,gaiaj,tplx,5652.72,35.5778,NaN,NaN,NaN,NaN,1.11556,0.101163,1.03658,0.123753,0.746662,0.20313,DWARF,1.14475,0.20762,64.69309,1.61179,NaN,NaN,115,0.001715096,,,0.0004646398
b'HD 45161',b'',b'H09',4.46999979019165,5747,1.50940007159761E-08,0.0199999995529652,0.0199999995529652,-16.6000003814697,0.200000002980232,1.00999999046326,b'HD 45161',98.8895833333333,76.8661111111111,154340663,98.889835,76.866365,-39.1404,-62.3007,7.517,STAR,2mass,0.9368974433402,20180610,31473,4525-00849-1,835-008404,06353356+7651589,,J063533.43+765158.2,1116520832140537600,60571727,,tmgaia,0.0445385,0.0518313,tgas,22.848,0.255475,tgas,137.473508,25.471166,93.386815,53.531608,8.832,0.023,8.14,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.948,0.023,6.657,0.017,6.577,0.021,AAA-111-111-000-0-0,47.3,6.543,0.077,6.542,0.023,6.576,0.015,6.608,0.058,7.93766,0.000345996,0.018,gaiaj,tplx,5718.42,37.4545,NaN,NaN,NaN,NaN,1.13898,0.100984,1.12083,0.146685,0.758563,0.201767,DWARF,1.249773,0.2216142,43.76751,0.754821,0.0976803,NaN,29,0.00140872,,,0.006569858
b'HD 174984',b'',b'H09',3.11999988555908,6630,3.94149992644088E-08,0.540000021457672,-0.200000002980232,11.6000003814697,0.5,2.67000007629395,b'HD 174984',283.062083333333,26.0261111111111,358298552,283.062168,26.02636,2.13321,-5.81117,6.658,STAR,2mass,0.936927103827607,20180610,92612,2113-00691-1,581-068803,18521492+2601348,,J185214.92+260134.8,4534940862724740224,,,tmgaia,0.0208033,0.0281478,tgas,4.40215,0.317953,tgas,56.4987,11.376166,287.905452,48.656939,7.618,0.024,7.15,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.187,0.035,6.007,0.026,5.937,0.015,AAA-111-111-000-0-0,20.3,6.032,0.107,5.851,0.043,5.952,0.015,5.856,0.042,7.00374,0.000345996,0.021,gaiaj,tplx,6630,191,NaN,NaN,NaN,NaN,7.59748,1.24968,1.61484,0.375309,0.00368231,0.00181707,DWARF,100.4819,33.05576,227.1617,22.5577,NaN,NaN,207,0.001524181,,,NaN
b'HD 184553',b'',b'H09',3.25,6707,1.77470003137614E-08,0.540000021457672,-0.159999996423721,0.899999976158142,0.800000011920929,2.28999996185303,b'HD 184553',294.015416666667,-25.9011111111111,444052535,294.015696,-25.901179,-2.64104,-23.6202,7.553,STAR,2mass,0.937020884127326,20180610,96409,6893-01317-1,321-219453,19360376-2554042,,J193603.76-255404.3,6767034163863243776,,,tmgaia,0.0489944,0.0347618,tgas,4.96669,0.546997,tgas,13.612453,-20.737341,291.537443,-4.239738,8.493,0.029,8.02,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.085,0.023,6.896,0.023,6.856,0.018,AAA-111-111-000-0-0,17.8,6.813,0.067,6.787,0.021,6.839,0.016,6.686,0.085,7.89574,0.000345996,0.018,gaiaj,tplx,6707,195,NaN,NaN,NaN,NaN,4.01521,0.887142,1.51369,0.357917,0.0233836,0.0154995,DWARF,29.39168,12.98791,201.3413,25.2904,0.13149,NaN,148,0.2058381,,,NaN
b'HD 44748',b'',b'H09',4.51999998092651,5738,6.35179997487967E-09,-0.200000002980232,0.100000001490116,25.1000003814697,0.200000002980232,0.959999978542328,b'HD 44748',95.4883333333333,-34.5119444444444,124940496,95.488546,-34.512137,-7.24692,69.4131,8.475,STAR,2mass,0.937288862282396,20180610,30261,7081-01428-1,278-010248,06215725-3430437,,J062157.24-343042.9,2891441355980628992,15205138,,tmgaia,0.070553,0.0978502,tgas,16.6135,0.233399,tgas,242.096137,-20.636365,98.502886,-57.789536,9.781,0.034,9.12,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.906,0.023,7.582,0.038,7.512,0.026,AAA-111-111-000-0-0,14.6,7.439,0.033,7.47,0.02,7.436,0.017,7.556,0.108,8.89659,0.000345996,0.018,gaiaj,tplx,5681.34,45.2405,NaN,NaN,NaN,NaN,0.950339,0.0860067,1.0385,0.123833,1.20996,0.328508,DWARF,0.8477249,0.15344,60.19201,1.37713,0.0523088,NaN,71,0.03371655,,,0.006687052
b'HD 72963',b'',b'H09',4.34000015258789,6521,2.38660007312319E-08,-0.330000013113022,0.170000001788139,NaN,0.699999988079071,1.23000001907349,b'HD 72963',129.372916666667,47.12,99183252,129.373085,47.120234,-74.4066,-69.66,7.156,STAR,2mass,0.937912212445802,20180610,42301,3416-01296-1,686-050609,08372954+4707129,,J083729.47+470712.2,918448828917801216,55035806,,tmgaia,0.0596921,0.0410961,tgas,16.848,0.260764,tgas,172.781438,37.191776,119.145528,27.585855,8.032,0.027,7.61,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.721,0.018,6.547,0.02,6.493,0.017,AAA-111-111-000-0-0,96.5,6.469,0.082,6.417,0.024,6.502,0.015,6.489,0.064,7.4741,0.000345996,0.017,gaiaj,tplx,6521,71,NaN,NaN,NaN,NaN,1.31228,0.121026,1.32057,0.266963,0.584362,0.16168,DWARF,2.805463,0.5174718,59.35423,1.40033,0.0284386,NaN,18,1.295737E-06,,,0.004535832
b'HD 190067',b'',b'H09',4.59999990463257,5414,4.07240001720766E-08,-0.28999999165535,0.209999993443489,20,0.100000001490116,0.889999985694885,b'HD 190067',300.642083333333,15.5919444444444,418189606,300.642335,15.592041,-159.558,-581.974,6.416,STAR,2mass,0.939340227296796,20180610,98677,1617-01698-1,528-125912,20023415+1535311,,,1807953151672835712,44450298,,tmgaia,0.0285634,0.0294103,tgas,51.9972,0.319704,tgas,55.081556,-8.004267,306.918574,35.186932,7.879,0.045,7.166,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.764,0.039,5.409,0.031,5.317,0.021,AAA-111-111-000-0-0,14.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.89865,0.000345996,0.022,gaiaj,tplx,5367,25,4.61,0.028,-0.33,0.1,0.994074,0.0826891,1.04578,0.124353,1.06459,0.265665,DWARF,0.7386837,0.1228904,19.2318,0.162154,NaN,NaN,369,0.01021976,,,0.0007985422
b'HD 165672',b'',b'H09',4.38000011444092,6009,2.21440004111173E-08,0.159999996423721,-0.0700000002980232,-5.80000019073486,0.800000011920929,1.12999999523163,b'HD 165672',271.703333333333,6.41027777777778,391439641,271.703397,6.410531,-3.62223,-44.3243,7.179,STAR,2mass,0.939623515254885,20180610,88724,0442-01239-1,483-076225,18064881+0624379,,J180648.80+062437.4,4474929380639914368,38263344,,tmgaia,0.0967944,0.0768258,tgas,22.2975,0.236105,tgas,33.619186,12.82839,271.951533,29.838283,8.381,0.009,7.77,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.627,0.02,6.351,0.033,6.305,0.024,AAA-111-111-000-0-0,15.2,6.264,0.087,6.226,0.023,6.3,0.017,6.164,0.052,7.58766,0.000345996,0.017,gaiaj,tplx,5871.56,5.98781,NaN,NaN,NaN,NaN,1.31534,0.114814,1.20844,0.19588,0.53102,0.139056,DWARF,1.852613,0.3234235,44.84808,0.767866,NaN,NaN,180,0.005809722,,,0.0004568012
b'HD 42160',b'',b'H09',4.48999977111816,5705,1.1368999963679E-08,-0.159999996423721,0.119999997317791,4.40000009536743,0.200000002980232,0.980000019073486,b'HD 42160',92.5041666666667,17.9341666666667,336996282,92.504437,17.934213,209.037,-228.51,7.833,STAR,2mass,0.940817280075213,20180610,29248,1318-01060-1,540-023788,06100107+1756029,,J061001.22+175600.8,3373325279158015488,43171490,,tmgaia,0.0874287,0.0521195,tgas,17.8992,0.273348,tgas,192.318967,-0.675607,92.39364,-5.484271,9.155,NaN,8.48,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.245,0.017,6.936,0.036,6.883,0.036,AAA-111-111-000-0-0,34.6,6.814,0.064,6.812,0.02,6.841,0.018,6.911,0.126,8.26765,0.000345996,0.017,gaiaj,tplx,5682.1,32.0037,4.49,0.05,-0.191792,0.0437079,1.27736,0.11531,1.11305,0.143079,0.534041,0.144627,DWARF,1.532346,0.2766562,55.86842,1.26679,NaN,NaN,190,0.002562925,,,NaN
b'HD 164748',b'',b'H09',4.55000019073486,5495,1.15869998040807E-08,-0.129999995231628,0.0700000002980232,21.2000007629395,0.100000001490116,0.930000007152557,b'HD 164748',271.22375,-44.6619444444444,85638476,271.223938,-44.662169,37.2304,3.91528,7.76,STAR,2mass,0.940872651900951,20180610,88553,7911-01900-1,227-167447,18045374-4439438,,J180453.77-443943.7,6720894292277000704,,,tmgaia,0.0827273,0.0465616,tgas,24.1714,0.283504,tgas,348.164826,-11.119287,270.933874,-21.226846,9.22,0.031,8.46,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.146,0.019,6.84,0.034,6.709,0.02,AAA-111-111-000-0-0,14.1,6.679,0.069,6.731,0.021,6.736,0.017,6.723,0.077,8.21548,0.000345996,0.017,gaiaj,tplx,5495,80,NaN,NaN,NaN,NaN,1.23627,0.116003,1.23406,0.211967,0.653125,0.183854,DWARF,1.255429,0.2356015,41.37121,0.706478,NaN,NaN,396,0.05938407,,,0.0004135939
b'HD 63433',b'',b'H09',4.51000022888184,5650,4.84679993917325E-08,-0.0700000002980232,0.0500000007450581,-16.5,0.100000001490116,0.959999978542328,b'HD 63433',117.479166666667,27.3630555555556,130181866,117.479436,27.363161,-10.1175,-11.2362,6.233,STAR,2mass,0.941069406782503,20180610,38228,1933-00747-1,587-040622,07495506+2721473,,J074955.06+272147.4,875071274135619968,46773823,,tmgaia,0.0354528,0.0206554,tgas,45.0948,0.411767,tgas,193.281877,24.147521,114.344706,6.216643,7.594,0.023,6.92035,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.624,0.043,5.359,0.026,5.258,0.016,AAA-111-111-000-0-0,26.6,5.246,0.178,5.129,0.087,5.297,0.016,5.163,0.031,6.68399,0.000345996,0.024,gaiaj,tplx,5694.11,2.21182,4.51887,0.0178416,0.0169559,0.0168932,0.937078,0.0799415,1.00357,0.12424,1.21961,0.312132,DWARF,0.8316672,0.141898,22.17551,0.25053,0.0363272,NaN,36,0.0003885695,,,0.008005407
b'HD 68542',b'A',b'H09',3.71000003814697,7254,2.37079991194378E-08,0.829999983310699,-0.180000007152557,39,0.699999988079071,2.15000009536743,b'HD 68542',123.472916666667,27.7783333333333,97362477,123.47296,27.778593,-8.09284,-10.6667,7.374,STAR,2mass,0.944934444450781,20180610,40311,1935-01098-1,589-043376,08135351+2746429,,J081353.51+274642.8,684058032484711808,46778295,,tmgaia,0.0451967,0.0288418,tgas,2.85095,0.399725,tgas,194.701838,29.323173,119.500031,7.702681,8.245,0.025,7.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.957,0.026,6.875,0.02,6.807,0.017,AAA-111-111-000-0-0,7.5,6.69,0.067,6.736,0.021,6.8,0.016,6.769,0.088,7.67749,0.000345996,0.019,gaiaj,tplx,7254,250,NaN,NaN,NaN,NaN,5.76057,1.56463,1.45377,0.337957,0.007605,0.00619679,DWARF,82.78198,44.96888,350.7603,61.4893,0.0328794,NaN,37,0.04807554,,,NaN
b'HD 38459',b'',b'H09',4.55000019073486,5261,1.17869998206288E-08,0.109999999403954,-0.0700000002980232,26.1000003814697,0.100000001490116,0.889999985694885,b'HD 38459',85.86,-47.8227777777778,235066737,85.860244,-47.822983,52.8665,214.866,7.726,STAR,2mass,0.945338696782391,20180610,26973,8091-00457-1,211-006848,05432645-4749227,,J054326.51-474920.4,4795464336128889472,,,tmgaia,0.0847267,0.0904054,tgas,27.1788,0.223483,tgas,254.53025,-30.838463,81.37716,-71.138384,9.37,0.031,8.52,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.052,0.021,6.673,0.044,6.579,0.026,AAA-111-111-000-0-0,30.5,6.538,0.075,6.549,0.024,6.553,0.015,6.474,0.049,8.22608,0.000345996,0.017,gaiaj,tplx,5265.48,36,NaN,NaN,0.22,0.08,0.930645,0.08194,0.922942,0.11618,1.14504,0.302451,DWARF,0.5998114,0.1056225,36.79338,0.506428,0.0479262,NaN,37,0.0001743921,,,0.01164836
b'HD 49468',b'AB',b'H09',3.09999990463257,6832,2.1183000242786E-08,0.540000021457672,-0.189999997615814,24.2000007629395,0.699999988079071,2.4300000667572,b'HD 49468',101.79,-30.9575,52809117,101.79019,-30.957706,-9.51087,13.463,7.381,STAR,2mass,0.945529829317867,20180610,32517,7088-02065-1,296-013551,06470964-3057277,,J064709.64-305727.4,5584171961201330432,15262604,,tmgaia,0.0602138,0.0694573,tgas,3.429,0.230806,tgas,240.651475,-14.406694,107.213801,-53.694707,8.382,0.03,7.86,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.911,0.02,6.747,0.036,6.652,0.029,AAA-111-111-000-0-0,28.8,6.584,0.078,6.546,0.023,6.593,0.016,6.556,0.055,7.72557,0.000345996,0.017,gaiaj,tplx,6832,112,NaN,NaN,NaN,NaN,6.98179,1.04923,1.71969,0.382826,0.00505301,0.00227811,DWARF,95.67968,28.75767,291.6302,32.1918,NaN,NaN,101,0.001323632,,,NaN
b'HD 122523',b'',b'H09',4.30999994277954,6945,2.20699991615447E-08,-0.219999998807907,0.129999995231628,NaN,0.100000001490116,1.37999999523163,b'HD 122523',210.777083333333,-34.5405555555556,365650987,210.777255,-34.540777,32.4007,-26.6443,7.318,STAR,2mass,0.94587069012167,20180610,68646,7288-01112-1,278-072787,14030654-3432268,,J140306.57-343227.1,6122210691988825344,16335997,,tmgaia,0.0609356,0.0387195,tgas,12.9017,0.244905,tgas,319.314689,26.040596,220.863729,-20.642891,7.95,NaN,7.66,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.964,0.03,6.84,0.027,6.745,0.027,AAA-111-111-000-0-0,24.7,6.726,0.063,6.725,0.02,6.76,0.016,6.764,0.066,7.57227,0.000345996,0.02,gaiaj,tplx,6907.33,58.3278,NaN,NaN,NaN,NaN,1.56913,0.146208,1.58138,0.371369,0.409317,0.114418,DWARF,5.049558,0.9410129,77.50916,2.32659,0.0698937,NaN,63,0.0003586922,,,0.003258834
b'HD 196554',b'',b'H09',4.42999982833862,5976,2.10220001406469E-08,-0.0299999993294477,-0.00999999977648258,5.5,0.800000011920929,1.07000005245209,b'HD 196554',309.587916666667,-4.51166666666667,248087300,309.587953,-4.511927,-8.28719,-4.32426,7.192,STAR,2mass,0.946227567785719,20180610,101852,5185-01615-1,428-117322,20382110-0430429,,J203821.10-043042.7,4224388545101474432,2595259,,tmgaia,0.0536873,0.0420292,tgas,22.9376,0.274966,tgas,41.518038,-25.779811,310.793514,13.498545,8.359,0.023,7.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.659,0.02,6.42,0.04,6.333,0.021,AAA-111-111-000-0-0,20.5,6.327,0.084,6.196,0.026,6.304,0.015,6.222,0.055,7.58617,0.000345996,0.017,gaiaj,tplx,5940.28,44.7578,NaN,NaN,NaN,NaN,1.15064,0.102723,1.12479,0.148569,0.738334,0.197744,DWARF,1.485256,0.2651915,43.59654,0.773468,0.0568433,NaN,74,0.001185963,,,0.00519568
b'HD 26263',b'',b'H09',4.28999996185303,6676,1.60959992001608E-08,-0.100000001490116,0.0199999995529652,NaN,0.899999976158142,1.30999994277954,b'HD 26263',61.7758333333333,-46.2980555555556,152470489,61.776208,-46.298104,23.4392,43.0615,7.617,STAR,2mass,0.948073531392077,20180610,19213,8068-01362-1,219-004176,04070628-4617531,,J040706.30-461752.6,4838010007285339776,22198858,,tmgaia,0.0764249,0.0754156,tgas,11.7737,0.221489,tgas,252.893078,-47.200396,39.668039,-64.88264,8.357,NaN,8.01,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.228,0.026,7.038,0.047,6.966,0.023,AAA-111-111-000-0-0,34.7,6.928,0.057,6.946,0.02,6.969,0.015,6.861,0.053,7.89782,0.000345996,0.019,gaiaj,tplx,6828.63,70.6386,NaN,NaN,NaN,NaN,1.38162,0.129663,1.34691,0.283105,0.510708,0.143788,DWARF,3.739437,0.7018813,84.93507,2.69012,0.0125583,NaN,18,0.0004532074,,,0.005685108
b'HD 81790',b'',b'H09',4.32000017166138,6853,6.52299974035486E-08,-0.100000001490116,0.0599999986588955,10.1000003814697,0.100000001490116,1.37999999523163,b'HD 81790',142.44875,55.745,328558546,142.448838,55.745259,-131.325,-41.3918,6.124,STAR,2mass,0.94929835983413,20180610,46566,3810-01472-1,729-047236,09294773+5544429,,J092947.62+554442.6,1024889869543116800,58033567,,tmgaia,0.0263782,0.0256126,tgas,23.2203,0.40445,tgas,160.103927,44.117849,124.739262,38.45351,6.852,0.025,6.51811,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.75,0.019,5.587,0.017,5.56,0.02,AAA-111-111-000-0-0,69.8,5.601,0.135,5.408,0.059,5.589,0.015,5.521,0.038,6.39342,0.000345996,0.017,gaiaj,tplx,6947.51,61.7362,NaN,NaN,NaN,NaN,1.37765,0.125407,1.4606,0.340642,0.558618,0.152552,DWARF,3.983724,0.725274,43.06577,0.933946,0.0305716,NaN,22,4.223865E-05,,,0.005150339
b'HD 60152',b'',b'H09',4.44999980926514,5899,6.22450002651931E-09,0.0299999993294477,0,33.7999992370605,0.200000002980232,1.05999994277954,b'HD 60152',110.370833333333,-79.96,388205695,110.371619,-79.960226,-26.6137,124.713,8.513,STAR,2mass,0.951356011619158,20180610,35661,9389-00794-1,051-004946,07212918-7957367,,J072128.98-795735.5,5208063255637210368,34648598,,tmgaia,0.108031,0.107503,tgas,11.8971,0.214777,tgas,291.902763,-25.386174,255.907928,-75.567193,9.716,0.035,9.11,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.967,0.021,7.704,0.021,7.605,0.023,AAA-111-111-000-0-0,33.3,7.639,0.029,7.686,0.02,7.663,0.016,7.644,0.084,8.91641,0.000345996,0.018,gaiaj,tplx,5899,73,NaN,NaN,NaN,NaN,1.44368,0.13684,1.32152,0.267551,0.439199,0.124889,DWARF,2.273789,0.4310447,84.0541,2.60671,0.284812,NaN,50,0.009059479,,,0.006693184
b'HD 45943',b'',b'H09',4.48999977111816,5611,6.68170008211177E-09,0.0900000035762787,-0.0399999991059303,9.69999980926514,0.100000001490116,0.980000019073486,b'HD 45943',97.1716666666667,-38.5708333333333,119364279,97.171962,-38.570962,2.51917,-190.672,8.384,STAR,2mass,0.951593275846039,20180610,30846,7613-01575-1,258-009817,06284127-3834152,,J062841.26-383417.3,5574004330501891584,17653397,,tmgaia,0.103253,0.107329,tgas,16.893,0.224775,tgas,246.668037,-20.686638,101.887381,-61.714623,9.824,0.036,9.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.798,0.019,7.482,0.051,7.373,0.021,AAA-111-111-000-0-0,24.1,7.297,0.036,7.365,0.02,7.34,0.017,7.29,0.091,8.81751,0.000345996,0.017,gaiaj,tplx,5595.24,38.9063,NaN,NaN,NaN,NaN,1.13679,0.102065,1.11926,0.14595,0.761886,0.205215,DWARF,1.141117,0.2049069,59.19612,1.31359,0.142897,NaN,47,0.002235523,,,0.005689348
