#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, SpT, __3_6_, __4_5_, __5_8_, __8_0_, __24_, W1mag, W2mag, W3mag, W4mag, E4_5, E8_0, E24, EW2, EW3, EW4, WISE, _2M, Simbad, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, float, float, float, float, float, string, string, string, string, string, string, string, string, string, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
Name,SpT,__3_6_,__4_5_,__5_8_,__8_0_,__24_,W1mag,W2mag,W3mag,W4mag,E4_5,E8_0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag_,e_w1mag,w2mag_,e_w2mag,w3mag_,e_w3mag,w4mag_,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'2MASS J16090451-2224523',b'M5',NaN,NaN,NaN,NaN,NaN,11.6599998474121,11.3999996185303,10.8500003814697,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.26879,-22.41453,242.26879,-22.41453,48965778,242.268814,-22.414553,NaN,NaN,15.495,STAR,2mass,0.115045396465098,20180610,,,,16090451-2224523,,J160904.49-222452.5,,,,2mass,NaN,NaN,,NaN,NaN,,351.774979,21.189453,244.513659,-1.395439,21.006,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.013,0.031,12.363,0.024,11.993,0.026,AAA-222-111-000-0-0,18.1,11.672,0.024,11.404,0.022,10.86,0.127,8.226,NaN,NaN,NaN,0.2,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16161948-2405301',b'M4.75',NaN,NaN,NaN,NaN,NaN,11.7200002670288,11.4799995422363,11.1599998474121,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.08117,-24.09169,244.08117,-24.09169,98091756,244.081202,-24.091703,NaN,NaN,18.692,STAR,2mass,0.115108571050733,20180610,,,,16161948-2405301,,J161619.47-240530.3,6049736937094728448,,,tmgaia,NaN,NaN,,NaN,NaN,,351.687182,18.827575,246.454225,-2.746203,19.271,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.852,0.027,12.252,0.026,11.929,0.023,AAA-222-111-000-0-0,7,11.733,0.023,11.501,0.021,11.066,0.157,8.615,NaN,19.1923,0.0345554,0.628,gaiao,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.340612,NaN,0,NaN,,,NaN
b'2MASS J16123916-1859284',b'M0.5',NaN,8.02000045776367,NaN,7.01000022888184,4.46999979019165,8.65999984741211,8.23999977111816,6.3899998664856,4.53000020980835,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',243.16317,-18.99122,243.16317,-18.99122,49324394,243.163198,-18.991238,NaN,NaN,11.784,STAR,2mass,0.115254779612275,20180610,,,356-077959,16123916-1859284,1237674655303532769,J161239.16-185928.7,6245821087717492352,8837673,,tmgaia,NaN,NaN,,NaN,NaN,,355.099362,22.899861,244.711856,2.123008,15.61,0.126,14.362,0.137,16.9688,0.0111987,15.5968,0.00529354,15.5237,0.0143051,13.6268,0.0116301,12.5197,0.00513753,10.278,0.027,9.468,0.026,9.111,0.028,AAA-222-111-ddd-0-0,13.1,8.646,0.023,8.266,0.02,6.411,0.016,4.462,0.028,12.8412,0.000514291,0.018,gaiaj,,3222,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.693914,NaN,0,NaN,,,NaN
b'2MASS J16271252-2711219',b'F5V',NaN,NaN,NaN,NaN,7.09000015258789,6.90000009536743,7.09999990463257,7.21999979019165,7.26999998092651,b'',b'',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',246.80217,-27.18942,246.80217,-27.18942,175634861,246.802199,-27.189439,-13.0531,-23.5707,7.818,STAR,2mass,0.115335418174122,20180610,80586,6802-01013-1,315-088272,16271252-2711219,,J162712.51-271121.4,6045204539710117376,12751268,,tmgaia,0.0981206,0.0629351,tgas,9.1694,0.250398,tgas,351.023606,14.927868,249.394047,-5.394464,8.644,NaN,8.2,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.419,0.019,7.27,0.046,7.193,0.026,AAA-111-111-ddd-0-0,11.8,6.64,0.038,7.097,0.02,7.122,0.017,7.135,0.107,8.10793,0.000345996,0.017,gaiaj,tplx,6677,80,NaN,NaN,NaN,NaN,2.03504,0.205447,1.65608,0.378805,0.1965,0.0595128,DWARF,7.415938,1.497349,109.0584,4.64768,NaN,NaN,213,0.1210136,,,NaN
b'2MASS J16113761-2346147',b'M5',NaN,NaN,NaN,NaN,NaN,11.0299997329712,10.8100004196167,10.7399997711182,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.90671,-23.77075,242.90671,-23.77075,49173151,242.906742,-23.770763,-8.49784,-24.3391,14.05,STAR,2mass,0.115347763486518,20180610,,,,16113761-2346147,,J161137.60-234614.9,6049986040904483072,,,tmgaia,2.10532,2.10531,hsoy,NaN,NaN,,351.156644,19.829951,245.339564,-2.621151,18.97,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.191,0.026,11.473,0.024,11.21,0.027,AAA-222-111-000-0-0,23.2,11.038,0.024,10.817,0.022,10.808,0.146,8.931,NaN,15.3068,0.00182577,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.260708,NaN,0,NaN,,,NaN
b'2MASS J16153844-2341558',b'M5',NaN,NaN,NaN,NaN,NaN,11.1499996185303,10.9399995803833,10.9499998092651,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.91017,-23.69883,243.91017,-23.69883,49584695,243.910168,-23.698862,-11.4804,-22.0914,14.141,STAR,2mass,0.115388497667789,20180610,,,,16153844-2341558,,J161538.42-234156.1,6050324449966629760,,,tmgaia,2.10532,2.10531,hsoy,NaN,NaN,,351.879245,19.209421,246.231447,-2.386694,19.07,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.275,0.023,11.58,0.022,11.337,0.023,AAA-222-111-000-0-0,16.2,11.159,0.023,10.954,0.02,10.863,0.12,8.663,0.38,15.4019,0.00192985,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.222665,NaN,0,NaN,,,NaN
b'2MASS J16234716-2616157',b'A0V',NaN,7.92000007629395,NaN,7.94999980926514,7.94000005722046,7.8899998664856,7.88000011444092,7.92000007629395,7.71999979019165,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',245.9465,-26.27103,245.9465,-26.27103,392252940,245.946526,-26.271052,-9.77365,-20.8906,8.547,STAR,2mass,0.1154003210435,20180610,80311,6802-00121-1,319-085670,16234716-2616157,,J162347.16-261615.9,6045505565377957632,12747813,,tmgaia,0.0775272,0.0502563,tgas,6.28576,0.296758,tgas,351.20028,16.110442,248.48926,-4.610209,9.231,0.035,8.92,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.152,0.029,8.066,0.04,7.972,0.02,AAA-111-111-000-0-0,22.4,7.896,0.025,7.913,0.021,7.932,0.024,7.607,0.196,8.83237,0.000345996,0.02,gaiaj,tplx,8570,228,4.35889,0.324196,NaN,NaN,1.60225,0.211728,2.13756,0.401355,0.51967,0.206014,DWARF,12.47609,3.297286,159.0898,10.6801,0.48678,NaN,267,0.005218428,,,NaN
b'2MASS J16420771-3038378',b'G8V',NaN,8.52999973297119,NaN,8.5,8.47000026702881,8.52000045776367,8.51000022888184,8.47999954223633,NaN,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',250.53212,-30.64383,250.53212,-30.64383,94972416,250.532155,-30.643841,-9.09741,-23.2813,9.733,STAR,2mass,0.115410884702766,20180610,,7346-01182-1,297-097357,16420771-3038378,,J164207.71-303838.0,6030802036900996480,16756621,,tmgaia,2.11106,1.6297,tgas,6.46891,0.222559,tgas,350.55043,10.197924,253.154135,-8.335986,11.311,0.138,10.403,0.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.018,0.027,8.663,0.053,8.53,0.019,AAA-112-111-000-0-0,8.1,8.499,0.023,8.511,0.02,8.513,0.029,8.006,NaN,10.2635,0.000345996,0.019,gaiaj,tplx,5850,190,4.1214,0.274692,NaN,NaN,1.48047,0.183318,1.05625,0.125539,0.325513,0.120919,DWARF,2.31269,0.5727339,154.5854,8.92638,NaN,NaN,461,0.07518192,,,0.0001195318
b'2MASS J16084340-2602168',b'G8',7.78999996185303,7.84000015258789,7.78999996185303,7.78000020980835,7.73999977111816,7.80999994277954,7.80999994277954,7.73999977111816,7.80000019073486,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',242.18083,-26.038,242.18083,-26.038,67826607,242.180857,-26.038021,-10.7169,-25.327,9.34,STAR,2mass,0.115510492771562,20180610,,6784-00039-1,320-085090,16084340-2602168,,J160843.40-260217.0,6043486655874308096,13663645,,tmgaia,1.48924,1.24705,tgas,6.62017,0.511764,tgas,348.944899,18.727448,245.108687,-4.970784,11.156,0.075,10.276,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.55,0.02,8.05,0.034,7.908,0.016,AAA-111-111-000-0-0,13.5,7.809,0.027,7.818,0.022,7.769,0.021,7.775,0.174,9.92524,0.000345996,0.017,gaiaj,tplx,4706,170,3.62614,0.353598,NaN,NaN,3.34357,0.653297,0.752409,0.0889775,1.59231,0.565707,GIANT,0.2680728,0.06349277,151.0535,10.8391,0.272982,NaN,0,NaN,,,NaN
b'2MASS J16113784-2210273',b'M4',NaN,NaN,NaN,NaN,NaN,9.97000026702881,9.77999973297119,9.72999954223633,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.90767,-22.17425,242.90767,-22.17425,49198799,242.907679,-22.174281,-7.97188,-24.2263,12.82,STAR,2mass,0.11556289267704,20180610,,,340-079200,16113784-2210273,,J161137.83-221027.6,6242873881159663488,11482473,,tmgaia,2.0668,2.06679,hsoy,NaN,NaN,,352.396809,20.924154,245.050877,-1.050958,17.282,-0.116,15.645,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.16,0.026,10.451,0.023,10.134,0.021,AAA-222-111-000-0-0,11.2,9.992,0.023,9.835,0.02,9.774,0.055,8.025,NaN,13.9663,0.000890083,0.018,gaiaj,,3265,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.340248,NaN,0,NaN,,,NaN
b'2MASS J16041792-1941505',b'M5',NaN,NaN,NaN,NaN,NaN,11.8800001144409,11.3000001907349,9.71000003814697,NaN,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',241.07467,-19.69736,241.07467,-19.69736,9851343,241.07469,-19.697386,NaN,NaN,15.598,STAR,2mass,0.115568318635139,20180610,,,,16041792-1941505,,J160417.91-194150.9,6247227225649903360,,,tmgaia,NaN,NaN,,NaN,NaN,,353.077572,23.868497,242.90637,1.062521,20.731,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.386,0.026,12.75,0.027,12.369,0.03,AAA-222-111-000-0-0,38.9,11.885,0.022,11.285,0.022,9.719,0.048,7.948,0.293,17.035,0.00573828,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15584813-2141338',b'M5.5',NaN,NaN,NaN,NaN,NaN,12.3299999237061,12.0500001907349,NaN,NaN,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',239.70054,-21.69272,239.70054,-21.69272,12629720,239.700549,-21.692751,-15.5186,-30.6799,15.621,STAR,2mass,0.115589341862624,20180610,,,,15584813-2141338,,J155848.11-214134.3,6243522730459367296,,,tmgaia,2.06623,2.06621,hsoy,NaN,NaN,,350.538124,23.397942,242.038196,-1.146561,20.741,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.484,0.023,12.871,0.021,12.515,0.027,AAA-222-111-000-0-0,13,12.288,0.023,12.021,0.022,12.259,0.47,8.491,NaN,17.0215,0.00568037,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J15572575-2354220',b'M0.5',NaN,NaN,NaN,NaN,NaN,8.84000015258789,8.76000022888184,8.53999996185303,7.94999980926514,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',239.35729,-23.90611,239.35729,-23.90611,77576048,239.357323,-23.906121,-18.0433,-30.9893,11.766,STAR,2mass,0.115602370453076,20180610,,,331-080756,15572575-2354220,,J155725.75-235422.2,6236985279133522560,11452870,,tmgaia,2.28888,2.28887,hsoy,NaN,NaN,,348.609463,22.043485,242.175283,-3.378228,15.642,0.126,14.024,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.061,0.029,9.336,0.031,9.09,0.026,AAA-222-111-000-0-0,12.5,8.854,0.023,8.758,0.02,8.564,0.031,8.112,0.299,12.9377,0.000538512,0.018,gaiaj,,3393,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.306982,NaN,0,NaN,,,NaN
b'2MASS J16153587-2529008',b'K5',NaN,NaN,NaN,NaN,NaN,8.63000011444092,8.60999965667725,8.35999965667725,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',243.89946,-25.48356,243.89946,-25.48356,68642263,243.899463,-25.483592,-7.55942,-29.1965,10.882,STAR,2mass,0.115611798454205,20180610,,,323-085692,16153587-2529008,,J161535.86-252901.1,6048752526293992576,13668580,,tmgaia,2.29067,2.29067,hsoy,NaN,NaN,,350.496996,17.997282,246.53516,-4.145507,13.675,0.034,12.496,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.646,0.024,8.961,0.024,8.744,0.019,AAA-222-111-000-0-0,13.6,8.641,0.023,8.599,0.02,8.388,0.027,7.521,0.241,11.7713,0.000345996,0.018,gaiaj,,3801,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.452879,NaN,0,NaN,,,NaN
b'2MASS J16084744-2235477',b'M8',14.0200004577637,13.9300003051758,NaN,NaN,NaN,14.3000001907349,14.1099996566772,NaN,NaN,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.19767,-22.59658,242.19767,-22.59658,48909935,242.197685,-22.596609,NaN,NaN,17.591,STAR,2mass,0.115692867813161,20180610,,,,16084744-2235477,,J160847.44-223548.1,,,,2mass,NaN,NaN,,NaN,NaN,,351.585016,21.111515,244.482824,-1.586521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.841,0.066,14.976,0.069,14.499,0.084,AAA-222-111-000-0-0,31.3,14.308,0.029,14.039,0.045,12.222,NaN,8.553,NaN,NaN,NaN,1,jhk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'2MASS J16311105-2959523',b'F3V',NaN,7.40000009536743,NaN,7.48000001907349,7.3600001335144,7.38000011444092,7.38000011444092,7.38000011444092,7.38000011444092,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',247.79604,-29.99786,247.79604,-29.99786,211609345,247.79607,-29.997879,-17.8464,-31.4445,8.117,STAR,2mass,0.11587465460307,20180610,80896,6807-00948-1,301-093728,16311105-2959523,,J163111.05-295952.9,6031818294879846656,13024181,,tmgaia,0.094064,0.0531284,tgas,9.04592,0.33434,tgas,349.468689,12.404733,250.6993,-8.034253,8.914,0.007,8.53,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.693,0.019,7.548,0.063,7.452,0.021,AAA-111-111-000-0-0,11.5,7.372,0.036,7.38,0.02,7.41,0.02,7.336,0.173,8.42527,0.000345996,0.017,gaiaj,tplx,6754,75,NaN,NaN,NaN,NaN,1.88496,0.206964,1.74611,0.38419,0.260715,0.0858774,DWARF,6.661058,1.462736,110.5471,5.48955,NaN,NaN,315,0.02017668,,,0.0001883674
b'2MASS J16060171-2226534',b'M0.5',NaN,NaN,NaN,NaN,NaN,8.30000019073486,8.21000003814697,8.10000038146973,8.28999996185303,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',241.50712,-22.44817,241.50712,-22.44817,48761857,241.507154,-22.448177,-8.68932,-24.2695,10.687,STAR,2mass,0.115897997646758,20180610,,,338-080131,16060171-2226534,,J160601.71-222653.6,6242515131132061440,11472000,,tmgaia,2.24117,2.24116,hsoy,NaN,NaN,,351.225515,21.674416,243.82819,-1.560466,13.878,0.042,12.501,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.368,0.026,8.679,0.055,8.455,0.021,AAA-212-111-000-0-0,23.2,8.319,0.022,8.226,0.019,8.124,0.021,8.226,0.269,11.6288,0.000345996,0.018,gaiaj,,3677,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.180945,NaN,0,NaN,,,NaN
b'2MASS J15562941-2348197',b'M1.5',NaN,8.60000038146973,NaN,8.55000019073486,8.42000007629395,8.64000034332275,8.60999965667725,8.47999954223633,8.55000019073486,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',239.12254,-23.80547,239.12254,-23.80547,220683565,239.12257,-23.805487,NaN,NaN,10.986,STAR,2mass,0.116228859887424,20180610,,,331-080644,15562941-2348197,,J155629.39-234820.0,6237031591765739776,11450938,,tmgaia,NaN,NaN,,NaN,NaN,,348.518522,22.265133,241.944188,-3.323459,14.563,0.12,13.157,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.665,0.022,8.97,0.053,8.745,0.019,AAA-212-111-000-0-0,12.1,8.647,0.023,8.598,0.021,8.492,0.028,8.368,0.303,11.9289,0.000345996,0.017,gaiaj,,3524,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.167371,NaN,0,NaN,,,NaN
b'2MASS J16183618-2425333',b'M4',NaN,NaN,NaN,NaN,NaN,10.789999961853,10.5799999237061,10.5600004196167,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',244.65075,-24.42592,244.65075,-24.42592,98379837,244.650777,-24.425941,-7.69622,-20.7746,13.993,STAR,2mass,0.11639440634546,20180610,,,,16183618-2425333,,J161836.19-242533.4,6050030090086096512,,,tmgaia,2.09917,2.09112,hsoy,NaN,NaN,,351.799789,18.219328,247.024041,-2.985969,18.964,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.033,0.026,11.319,0.024,10.953,0.021,AAA-222-111-000-0-0,13.4,10.795,0.023,10.593,0.021,10.429,0.097,8.725,NaN,15.3035,0.0018223,0.018,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.406161,NaN,0,NaN,,,NaN
b'2MASS J16263864-2158515',b'M4',NaN,NaN,NaN,NaN,NaN,10.539999961853,10.3000001907349,10.1099996566772,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',246.661,-21.98097,246.661,-21.98097,204190760,246.661005,-21.981002,-16.5242,-24.6504,13.687,STAR,2mass,0.116402954052561,20180610,,,341-081551,16263864-2158515,,J162638.62-215851.8,6051938670474382848,11501369,,tmgaia,2.15477,2.15477,hsoy,NaN,NaN,,355.017846,18.465327,248.446109,-0.271136,18.272,0.162,17.183,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.815,0.026,11.036,0.023,10.729,0.023,AAA-222-111-000-0-0,13.8,10.549,0.026,10.325,0.026,10.118,0.068,8.499,0.313,14.9514,0.00149312,0.018,gaiaj,,2907,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.516452,NaN,0,NaN,,,NaN
b'2MASS J16292443-2625549',b'M1.5Iab',NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,b'',b'',b'',b'',b'',b'',b'WISE',b'2M',b'Simbad',247.35179,-26.43192,247.35179,-26.43192,175934060,247.35182,-26.431938,NaN,NaN,-1.679,STAR,2mass,0.116412552819581,20180610,,,318-090918,16292443-2625549,,J162924.49-262554.8,,,,2mass,NaN,NaN,,NaN,NaN,,351.947123,15.064432,249.762199,-4.569894,0.53,0.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.85,0.093,-3.725,0.146,-4.1,0.16,ABC-333-111-000-0-0,132.5,-1.233,0.009,2.066,NaN,-3.61,NaN,-4.284,0.001,NaN,NaN,0.168,bpjk,,3784,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.5494,NaN,0,NaN,,,NaN
b'2MASS J16031329-2112569',b'M4.75',NaN,NaN,NaN,NaN,NaN,10.8599996566772,10.4200000762939,8.47000026702881,7.01000022888184,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',240.80537,-21.21581,240.80537,-21.21581,9794055,240.805404,-21.215817,-10.1548,-24.6916,14.133,STAR,2mass,0.116853803255165,20180610,,,,16031329-2112569,,J160313.28-211257.1,6243603888162077312,,,tmgaia,2.00673,2.00672,hsoy,NaN,NaN,,351.692725,22.999666,242.952218,-0.476044,19.254,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.151,0.022,11.48,0.024,11.156,0.021,AAA-222-111-000-0-0,14.1,10.847,0.022,10.377,0.02,8.497,0.029,6.999,0.115,15.455,0.00199123,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.278026,NaN,0,NaN,,,NaN
b'2MASS J16081566-2222199',b'M3.25',NaN,NaN,NaN,NaN,NaN,9.77000045776367,9.61999988555908,7.19000005722046,4.92000007629395,b'',b'',b'',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.06525,-22.37219,242.06525,-22.37219,48906058,242.065266,-22.372219,-7.22876,-21.9343,12.429,STAR,2mass,0.11720267180363,20180610,,,339-076392,16081566-2222199,,J160815.65-222220.3,6242527741154252288,11476717,,tmgaia,2.24115,2.24115,hsoy,NaN,NaN,,351.668596,21.354931,244.320814,-1.388804,16.611,-0.06,14.848,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.858,0.026,10.12,0.022,9.951,0.024,AAA-222-111-00d-0-0,15.9,9.74,0.024,9.571,0.02,7.203,0.019,4.878,0.03,13.5232,0.000714547,0.018,gaiaj,,3403,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.215227,NaN,0,NaN,,,NaN
b'2MASS J16080847-2224599',b'M4',NaN,NaN,NaN,NaN,NaN,10.6400003433228,10.5100002288818,10.539999961853,NaN,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.03529,-22.41664,242.03529,-22.41664,48906121,242.035308,-22.416668,-11.264,-23.4209,13.313,STAR,2mass,0.117256375789017,20180610,,,338-080424,16080847-2224599,,J160808.46-222500.2,6242526985239970816,,,tmgaia,2.0668,2.06679,hsoy,NaN,NaN,,351.613542,21.344269,244.301886,-1.437639,17.653,0.162,16.033,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.7,0.026,10.967,0.022,10.775,0.024,AAA-222-111-000-0-0,12.2,10.656,0.022,10.509,0.02,10.622,0.12,8.036,NaN,14.4328,0.00113027,0.018,gaiaj,,3220,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.204624,NaN,0,NaN,,,NaN
