designation,RA,DEC,glon,glat,w1mpro,w2mpro,w3mpro,w4mpro,pmra,pmdec,j_m_2mass,h_m_2mass,k_m_2mass,ra_2,raerr,dec_2,decerr,nobs,mobs,vjmag,bjmag,gmag,rmag,imag,evjmag,ebjmag,egmag,ermag,eimag,name,Separation
J165738.19-672000.1,254.4091547,-67.3333752,323.4583735,-14.9141782,11.233,11.25,11.003,8.278,-82,-7,11.864,11.392,11.313,254.409058,0.337,-67.333513,0.477,2,10,13.566,14.372,13.921,13.284,13.006,0.025,0.026,0.017,0.025,0.015,20132706,0.5138995002945842
J165134.89-685441.1,252.8953937,-68.9114385,321.795841,-15.3968579,10.784,10.811,10.833,8.789,-10,26,11.596,11.009,10.889,252.894182,0.794,-68.911381,0.346,2,9,13.886,15.006,14.443,13.419,12.991,0.025,0.099,0.063,0,0,20132706,1.5831301649157132
J150941.86-652743.2,227.424448,-65.462002,316.6452581,-6.3403166,10.159,10.173,10.027,8.886,-48,-27,10.873,10.34,10.237,227.424599,0.312,-65.462041,0.11,5,21,12.734,13.698,13.22,12.418,12.1,0.065,0.014,0.029,0.062,0.037,20162702,0.2658524322711127
J151220.17-655147.4,228.0840829,-65.8631866,316.6732536,-6.8241222,9.634,9.627,9.48,8.854,42,-52,10.457,9.867,9.713,228.083418,0.874,-65.863204,0.452,5,23,12.832,13.868,13.336,12.445,12.005,0.144,0.089,0.082,0.114,0.045,20162702,0.9808018132983707
J151500.77-643953.7,228.7532468,-64.6649425,317.5417103,-5.9470407,9.017,9.016,8.915,8.561,13,-54,9.895,9.342,9.133,228.752887,0.779,-64.664942,0.703,5,21,12.282,13.368,12.817,11.874,11.332,0.027,0.025,0.024,0.031,0.036,20162650,0.5542674404293203
J151419.35-644239.7,228.5806577,-64.711054,317.4542292,-5.947698,11.5,11.521,11.502,9.141,22,-79,12.183,11.694,11.596,228.58098,0.874,-64.71081,0.721,5,20,13.971,14.872,14.392,13.69,13.334,0.041,0.006,0.027,0.049,0.014,20162650,1.0085931135124095
J163807.65-001722.7,249.531888,-0.2896504,15.9583818,29.1220439,11.484,11.488,11.49,8.869,-17,22,12.129,11.619,11.535,249.531687,0.701,-0.28954,0.195,4,22,13.904,14.681,14.291,13.607,13.329,0.051,0.057,0.06,0.078,0.061,20160229,0.8255556537804112
J163804.98-000010.8,249.5207635,-0.0030092,16.2314297,29.2816635,10.819,10.833,10.862,8.961,1,28,11.555,10.971,10.894,249.520788,0.306,-0.003001,0.217,5,25,13.52,14.496,13.986,13.202,12.818,0.064,0.064,0.015,0.087,0.088,20160229,0.09300898021010041
J141651.45-701218.3,214.2144161,-70.2050938,310.0952586,-8.5303682,11.655,11.687,12.023,8.782,-119,29,12.385,11.811,11.735,214.214577,0.462,-70.205046,0.314,6,29,13.991,14.836,14.368,13.681,13.42,0.018,0.028,0.02,0.043,0.114,20162747,0.26094287708593705
J133421.31-593540.6,203.5888106,-59.5946215,308.3451213,2.8253769,9.598,9.618,9.476,8.269,-61,-56,10.402,9.844,9.711,203.588541,1.009,-59.594593,0.315,5,17,12.732,13.888,13.314,12.291,11.802,0.03,0.046,0.008,0.054,0.039,20162523,0.5018155602282989
J170137.48-710627.3,255.4061684,-71.1076106,320.4531859,-17.3713472,11.176,11.186,10.928,8.969,10,-26,11.824,11.348,11.228,255.40623,0.35,-71.107626,0.123,2,10,13.687,14.562,14.095,13.356,12.994,0.016,0.044,0.006,0.006,0.068,20132752,0.09071610803820647
J170501.04-705240.7,256.2543674,-70.8779847,320.8142515,-17.4731089,11.003,11.03,11.128,8.961,-12,-54,11.691,11.163,11.141,256.254378,0.154,-70.877922,0.169,2,10,13.51,14.368,13.899,13.215,12.829,0.015,0.034,0.032,0.011,0.046,20132752,0.22606587786149043
J162850.03-721154.0,247.2084725,-72.1983584,317.908859,-15.9956061,10.783,10.799,10.731,8.83,-11,54,11.61,11.037,10.891,247.208783,0.155,-72.198356,0.407,2,9,13.809,14.986,14.404,13.4,12.904,0,-0.016,0.047,0.048,0.011,20132791,0.34184593088421594
J162959.35-694647.8,247.4973063,-69.7799497,319.8554155,-14.4690851,10.218,10.239,10.181,8.9,35,43,10.904,10.419,10.331,247.49741,0.182,-69.779878,0.222,2,8,12.711,13.603,13.151,12.43,12.077,0.01,0,0,0,0.039,20132751,0.28857331265248193
J163543.90-702039.0,248.9329171,-70.3441816,319.7439402,-15.2082359,10.669,10.7,10.592,8.95,63,11,11.448,10.876,10.784,248.933368,0.319,-70.343883,0.538,2,8,13.323,14.333,13.852,13.024,12.662,0.037,0.037,0,0,0.006,20132751,1.2056815421106255
J162130.43-700235.0,245.3768233,-70.0430737,319.1484675,-14.1081354,10.182,10.151,9.984,9.283,-7,-55,10.896,10.379,10.24,245.376805,0.038,-70.043072,0.073,2,8,12.543,13.241,12.859,12.361,12.036,0.037,0.008,0,0,0.01,20132751,0.023303711370584953
J145330.14-711121.4,223.3755859,-71.1892864,312.521355,-10.6265503,11.184,11.196,11.01,9.182,-71,42,11.938,11.431,11.293,223.375277,0.618,-71.189259,0.21,4,20,13.835,14.63,14.191,13.541,13.135,0.067,0.022,0.006,0.104,0.104,20162788,0.3718896180476221
J145802.54-712928.6,224.510596,-71.4912983,312.704275,-11.0633527,9.681,9.694,9.541,8.517,-5,-55,10.424,9.923,9.793,224.510535,0.597,-71.491322,0.27,3,15,12.399,13.433,12.901,12.047,11.688,0.032,0.032,0.016,0.029,0.033,20132749,0.11017813599261077
J150549.76-711450.2,226.4573665,-71.2472827,313.3786979,-11.1546197,10.569,10.577,10.603,9.353,16,-22,11.233,10.734,10.68,226.457466,0.415,-71.247279,0.123,4,18,13.103,13.928,13.487,12.82,12.431,0.037,0.03,0.005,0.033,0.043,20162788,0.11592351267639975
J153318.49-683931.6,233.3270496,-68.6588047,316.8206891,-10.2714541,11.402,11.393,11.379,8.547,-97,-41,12.123,11.6,11.411,233.326979,0.431,-68.65847,0.506,4,20,13.957,14.931,14.459,13.621,13.313,0.044,0.031,0.029,0.064,0.064,20162749,1.2084649374550684
J163313.03-682106.4,248.3042937,-68.3517842,321.1588223,-13.7446696,11.085,11.104,11.057,8.711,9,-54,11.853,11.286,11.159,248.304348,0.523,-68.351782,0.22,4,20,13.885,14.931,14.374,13.543,13.198,0.017,0.038,0.022,0.016,0.05,20132706,0.0725475232025297
J172238.60-691022.1,260.6608739,-69.1728192,323.1660582,-17.8563653,10.733,10.747,10.531,8.7,-22,-17,11.454,10.902,10.781,260.660038,0.253,-69.173033,0.121,2,10,13.383,14.346,13.836,13.062,12.707,0.008,0.008,0.02,0.018,0.023,20132707,1.3180137128635527
J171420.16-700048.4,258.5840321,-70.0134537,322.0185091,-17.6653506,8.697,8.72,8.656,8.358,-177,-14,9.48,9.01,8.991,258.583831,0.111,-70.013259,0.447,2,10,10.676,11.38,11.201,10.444,10.238,0.054,0.047,0.066,0.077,0.029,20132753,0.7433172285457142
J170958.83-692109.9,257.4951484,-69.3527503,322.3931387,-16.9933871,11.445,11.466,11.335,8.718,-16,-22,12.152,11.622,11.558,257.494824,0.394,-69.352868,0.318,4,12,13.883,14.782,14.29,13.601,13.282,0.006,0.037,0.008,0,0.024,20132752,0.5908584827208411
J171637.45-693707.7,259.156059,-69.6188174,322.4798666,-17.6279597,11.369,11.379,10.886,8.693,51,21,11.988,11.536,11.45,259.155995,0.297,-69.618715,0.233,2,8,13.662,14.403,13.983,13.421,13.126,0.032,0.011,0,0,0.03,20132753,0.3772717187281679
J171633.40-700902.8,259.1391732,-70.1507993,321.9987331,-17.8983215,10.306,10.339,10.228,9.312,-123,-59,11.084,10.493,10.38,259.139122,0.092,-70.150741,0.285,2,10,13.133,14.144,13.597,12.774,12.342,0.015,0.021,0.006,0.008,0.01,20132753,0.219012594589214
J171742.62-690952.5,259.4275864,-69.1645907,322.9393582,-17.4745902,11.07,11.083,11.082,8.846,-40,38,11.752,11.265,11.146,259.427668,0.097,-69.164597,0.156,2,10,13.64,14.541,14.053,13.344,12.999,0.014,0.023,0.006,0.012,0,20132707,0.10691906178420435
J151053.22-692950.4,227.7217793,-69.4973472,314.6566418,-9.8648209,10.861,10.871,10.871,8.906,-55,2,11.617,11.065,10.942,227.721438,0.576,-69.497124,0.983,3,12,13.556,14.494,13.994,13.22,12.847,0.036,0.045,0.006,0.036,0.02,20162748,0.9115064876141582
J150856.13-702010.5,227.2338993,-70.3362546,314.0727692,-10.4985151,10.346,10.347,10.313,9.297,23,50,11.199,10.676,10.538,227.233742,0.558,-70.336254,0.179,4,20,13.043,14.005,13.503,12.706,12.308,0.077,0.066,0.058,0.061,0.113,20162748,0.19056516118168965
J145635.43-695259.7,224.1476631,-69.8832742,313.3687051,-9.5892884,11.052,11.069,11.057,8.876,-30,-46,11.779,11.212,11.126,224.148353,0.569,-69.883343,0.506,4,19,13.637,14.52,14.084,13.339,12.968,0.024,0.012,0.042,0.03,0.038,20162748,0.8893896479715725
J144604.01-730314.2,221.5167358,-73.0539445,311.1489518,-12.0375979,9.115,9.129,9.042,8.738,-1,28,9.908,9.35,9.212,221.51699,0.48,-73.053898,0.289,5,25,12.046,13.098,12.555,11.661,11.239,0.034,0.025,0.019,0.046,0.031,20162788,0.31491021741039865
J144359.34-554749.9,220.997262,-55.7972217,318.3368248,3.6715166,11.4,11.429,11.189,8.872,-52,-65,12.016,11.549,11.573,220.997216,0.286,-55.797344,0.753,8,29,13.505,14.269,13.852,13.227,12.99,0.02,0.018,0.027,0.043,0.126,20162457,0.45001306817895337
J144729.28-725052.1,221.8720292,-72.8478315,311.3370821,-11.8980911,10.48,10.507,10.414,8.893,80,22,11.283,10.688,10.58,221.872127,0.421,-72.847773,0.425,5,23,13.141,14.137,13.635,12.808,12.456,0.012,0.06,0.069,0.039,0.059,20162788,0.23480522932073533
J144555.04-722622.7,221.4793563,-72.4396608,311.4121416,-11.4798565,10.899,10.908,10.843,8.727,-23,-15,11.522,11.044,10.934,221.478848,0.707,-72.439001,0.827,5,22,13.113,13.919,13.489,12.845,12.574,0.029,0.026,0.043,0.036,0.03,20162788,2.4386006177846045
J131436.70-691400.7,198.652946,-69.2335454,304.9960728,-6.4546395,10.283,10.306,10.28,8.544,-9,-26,11.068,10.528,10.425,198.652074,0.603,-69.233969,0.744,3,10,13.325,14.392,13.862,12.901,12.45,0.026,0.024,0.019,0.016,0.039,20162745,1.8879412824225725
J130451.50-685430.5,196.2146237,-68.9084774,304.1454934,-6.0682724,12.046,12.053,12.239,8.889,-20,-79,12.77,12.235,12.063,196.214723,0.241,-68.909632,0.523,2,13,13.934,14.818,14.426,13.624,13.404,0.03,0.095,0,0,0.005,20132698,4.158550109538591
J145417.98-684231.3,223.5749327,-68.7087053,313.73913,-8.4549418,10.836,10.817,10.746,9.087,-48,28,11.57,11.04,10.907,223.574936,0.302,-68.708714,0.211,5,24,13.713,14.745,14.209,13.339,12.974,0.04,0.026,0.011,0.068,0.057,20162748,0.03161567287250279
J150653.68-674401.2,226.7236939,-67.7336707,315.2477356,-8.1612994,10.616,10.619,10.573,9.16,-57,60,11.422,10.835,10.714,226.723367,0.991,-67.73346,0.616,6,25,13.726,14.812,14.257,13.342,12.819,0.041,0.031,0.014,0.043,0.072,20162702,0.8798854191355578
J152643.21-701708.8,231.6800642,-70.285785,315.3838275,-11.2652559,10.075,10.108,10.039,8.867,-16,-53,10.85,10.253,10.197,231.680167,0.308,-70.285776,0.164,3,15,12.84,13.888,13.364,12.508,12.165,0.054,0.033,0.025,0.06,0.057,20162749,0.12897463244421786
J151743.09-685830.8,229.4295435,-68.9752268,315.4580203,-9.7403983,9.67,9.664,9.485,8.352,0,0,10.513,9.953,9.81,229.429031,0.123,-68.97533,0.642,3,20,12.574,13.572,13.041,12.213,11.829,0.074,0.05,0.057,0.086,0.086,20132703,0.7590659272156842
J144955.39-684403.4,222.4808061,-68.7342874,313.3694573,-8.2982593,10.925,10.947,11.04,9.223,-41,38,11.706,11.152,11.035,222.480555,0.154,-68.734343,0.25,4,19,13.681,14.683,14.136,13.345,12.977,0.023,0.021,0.009,0.036,0.046,20162748,0.38413054875931274
J143413.82-670702.8,218.5575975,-67.1174493,312.6971024,-6.2150863,8.968,8.987,8.882,8.403,5,-27,9.773,9.178,9.055,218.557818,0.623,-67.117346,0.596,4,20,12.025,13.148,12.579,11.531,11.034,0.029,0.016,0.021,0.049,0.069,20162701,0.4832892846358992
J150803.16-611046.9,227.0132074,-61.179706,318.6500909,-2.5484584,9.865,9.863,10.057,9.249,-157,-71,10.657,10.068,9.913,227.012869,0.547,-61.180065,0.945,5,21,13.019,14.096,13.515,12.587,12.032,0.008,0.019,0.024,0.033,0.077,20162592,1.4195701859839716
J131401.09-684638.5,198.5045647,-68.7773671,304.9837497,-5.9955381,8.418,8.412,8.336,8.127,-27,-108,9.152,8.617,8.459,198.503797,0.266,-68.777517,0.316,3,10,11.264,12.242,11.729,10.884,10.517,0.043,0.058,0.035,0.01,0.065,20162745,1.136705070982824
J153639.20-652733.3,234.163338,-65.4592724,318.9988109,-7.88036,10.274,10.293,10.302,9.119,10,55,11.005,10.461,10.389,234.163695,0.684,-65.459377,0.989,3,20,12.949,13.862,13.391,12.622,12.261,0.011,0.006,0.014,0.009,0.006,20132651,0.6532482804389079
J153814.43-651955.4,234.56014,-65.3320662,319.2092683,-7.8765162,13.874,13.865,12.047,8.9,-275,272,14.754,14.159,14.026,234.556923,1.196,-65.333093,0.19,4,16,13.291,13.934,13.572,13.119,12.933,0.013,0.014,0.017,0.023,0.039,20132652,6.084891070551957
J153143.17-645243.8,232.9298963,-64.8788358,318.9177768,-7.1065993,10.73,10.752,10.644,9.065,-81,16,11.543,10.951,10.841,232.929441,0.68,-64.878624,0.352,4,16,13.773,14.835,14.275,13.37,12.964,0.005,0.019,0.01,0.025,0.099,20162650,1.0322692769532935
J153634.42-654102.8,234.1434524,-65.6841128,318.8574835,-8.0565167,10.991,10.983,10.964,8.958,0,0,11.781,11.215,11.128,234.144324,0.773,-65.684739,1.003,4,19,13.742,14.629,14.169,13.423,13.034,0.037,0.045,0.015,0.067,0.043,20162703,2.598316765770611
J173712.47-690423.3,264.3019851,-69.0731565,323.90973,-18.9496069,10.801,10.821,10.601,8.889,-58,-60,11.602,11.036,10.898,264.302575,0.502,-69.073135,0.233,2,10,13.651,14.773,14.215,13.283,12.987,0.056,0.02,0.032,0.044,0.149,20132708,0.7624516424495106
J172851.63-694103.8,262.2151571,-69.6844126,322.9774727,-18.5828935,9.067,9.086,8.991,8.175,-19,-20,9.788,9.259,9.16,262.215068,0.059,-69.684428,0.593,2,10,11.634,12.533,12.047,11.319,10.991,0,0,0,0.006,0.014,20132753,0.1244014859689944
J172831.49-694544.5,262.1312127,-69.762379,322.8905479,-18.5945957,8.508,8.542,8.518,8.583,132,67,9.239,8.688,8.718,262.131281,0.072,-69.762324,0.435,2,10,10.415,11.149,10.973,10.251,9.936,0.041,0.015,0.031,0.076,0.008,20132753,0.21549501870209256
J165133.21-712719.2,252.8884129,-71.4553406,319.6682524,-16.9119667,11.074,11.089,11,8.952,-26,10,11.819,11.288,11.18,252.888411,0.327,-71.455299,0.187,2,10,13.721,14.631,14.153,13.39,13.024,0.008,0.039,0,0.016,0.066,20132752,0.14977579934267538
J163823.63-664403.8,249.5984991,-66.7344056,322.7519395,-13.0675767,10.231,10.221,10.154,8.947,0,0,10.96,10.451,10.313,249.598256,0.546,-66.734344,0.852,2,16,12.687,13.59,13.119,12.388,12.091,0.043,0.036,0.046,0.052,0.031,20132706,0.41069994482938854
J164011.09-660244.1,250.046218,-66.045594,323.4112542,-12.7615906,10.085,10.097,10.02,9.33,-122,-216,10.804,10.228,10.138,250.046227,0.241,-66.045611,0.121,2,10,12.881,13.875,13.35,12.486,12.115,0.014,0.02,0.008,0.037,0.048,20132654,0.06259781355115246
J164427.14-703713.6,251.1131132,-70.6204708,319.9979349,-15.9478015,11.199,11.21,11.245,8.88,27,-5,11.964,11.408,11.284,251.112747,0.334,-70.620548,0.215,2,10,13.979,15.02,14.475,13.656,13.208,0.092,0.056,0.008,0.06,0.058,20132752,0.5182678991934446
J140202.61-653010.0,210.5108914,-65.502798,310.1695166,-3.6279465,8.71,8.709,8.644,8.958,-51,65,9.403,8.937,8.814,210.511055,0.191,-65.502687,0.125,5,20,11.088,11.823,11.433,10.847,10.55,0.028,0.02,0.019,0.023,0.028,20162700,0.46831581190301896
J170337.73-702300.9,255.9072332,-70.3835996,321.1782466,-17.1031386,11.341,11.351,11.365,8.631,24,49,12.014,11.527,11.394,255.906564,0.172,-70.383588,0.361,2,10,13.859,14.778,14.273,13.568,13.193,0.03,0.042,0.006,0.006,0.023,20132752,0.8098702836995958
J170153.53-691006.0,255.4730742,-69.1683371,322.1389418,-16.2952666,10.897,10.913,10.848,8.58,55,-1,11.649,11.1,10.986,255.473745,0.665,-69.168534,0.714,2,11,13.645,14.659,14.114,13.314,12.967,0.024,0.006,0,0,0,20132706,1.1135369332928922
J165727.88-690425.6,254.3661741,-69.0737797,321.9835162,-15.9180888,10.356,10.371,10.321,8.754,-68,-47,11.114,10.539,10.426,254.36662,0.691,-69.073944,0.269,2,9,13.141,14.151,13.631,12.746,12.372,0.017,0.017,0.015,0.01,0,20132706,0.8237479348225124
J174718.34-003536.1,266.8264199,-0.5933682,24.9270624,13.9499081,8.556,8.567,8.517,8.927,-16,51,9.264,8.768,8.702,266.82643,0.365,-0.593384,0.182,84,558,10.985,11.847,11.369,10.697,10.344,0.039,0.03,0.026,0.034,0.038,20110101,0.06750734927385094
J172634.22-665620.3,261.6426143,-66.9389799,325.38755,-17.0603706,11.36,11.383,11.308,9.138,-51,-20,12.059,11.52,11.419,261.642854,0.553,-66.938747,0.787,3,10,13.927,14.878,14.384,13.615,13.284,0.006,0,0.008,0.039,0.011,20132707,0.9040117152734564
J142621.17-554009.9,216.5882436,-55.6694304,316.0953118,4.7577168,9.859,9.826,9.55,9.147,22,16,10.737,10.22,9.999,216.588214,0.277,-55.669481,0.381,10,48,12.986,13.745,13.341,12.678,12.32,0.061,0.032,0.014,0.031,0.122,20162455,0.19181716686621117
J171347.72-673636.8,258.4488628,-67.6102443,324.1226044,-16.3502003,11.67,11.673,11.699,9.024,-74,-38,12.34,11.819,11.744,258.450591,1.501,-67.610017,0.165,2,5,13.947,14.764,99.999,99.999,13.35,0.108,0.144,9.999,9.999,0,20132707,2.507115564593755
J170957.83-681146.1,257.4909768,-68.1961456,323.4059105,-16.3636805,9.626,9.654,9.565,8.913,-28,-1,10.346,9.766,9.703,257.490979,0.039,-68.196137,0.032,2,10,12.166,13.082,12.584,11.852,11.528,0.011,0.006,0.006,0.012,0.008,20132707,0.031099443163318634
J170542.51-674241.4,256.4271604,-67.7115142,323.5962492,-15.7629836,9.673,9.676,9.483,9.092,46,-76,10.505,9.943,9.8,256.427406,0.19,-67.71149,0.141,2,10,12.423,13.397,12.86,12.081,11.739,0.056,0.035,0.054,0.045,0.045,20132707,0.3464678155206094
J171543.69-681520.2,258.9320833,-68.2556279,323.6526175,-16.8467982,11.43,11.447,11.415,9.172,67,-42,12.245,11.753,11.798,258.931673,0.143,-68.255642,0.061,2,10,13.183,13.813,13.445,13.019,12.83,0.011,0.014,0.006,0.011,0.006,20132707,0.5495573018166046
J171436.22-672612.5,258.6509335,-67.4368157,324.3183776,-16.3228053,10.574,10.57,10.571,9.191,-1,-55,11.343,10.769,10.728,258.651019,0.088,-67.436774,0.1,2,10,13.485,14.574,13.97,13.101,12.643,0.01,0.034,0.014,0.011,0,20132707,0.19100908867831695
J154010.46-690525.1,235.0435909,-69.0903195,317.0626892,-10.9872133,11.583,11.596,11.962,9.106,-152,55,12.27,11.767,11.715,235.043579,0.234,-69.090413,0.225,4,20,13.903,14.734,14.275,13.622,13.365,0.075,0.058,0.05,0.09,0.038,20162749,0.3369470659630833
J153837.91-702046.6,234.6579796,-70.3462984,316.1758688,-11.903656,13.7,13.684,12.031,8.47,NA,NA,14.752,14.224,14.13,234.662802,0.113,-70.345855,0.105,4,20,13.067,13.694,13.33,12.878,12.684,0.014,0.008,0.012,0.005,0.05,20162749,6.053297468498802
J152415.20-684751.0,231.0633499,-68.7975142,316.0563628,-9.9145715,11.195,11.221,11.198,9.182,-16,22,11.961,11.387,11.303,231.063463,0.569,-68.797272,0.663,4,24,13.99,14.948,14.441,13.598,13.248,0.026,0.045,0.01,0.047,0.092,20162749,0.8842674445349407
J151359.73-673138.8,228.4988931,-67.5274675,315.9406555,-8.3305717,10.618,10.644,10.487,8.453,111,54,11.317,10.812,10.747,228.498551,0.327,-67.527212,0.394,5,24,13.299,14.168,13.691,12.985,12.555,0.05,0.013,0.009,0.031,0.11,20162702,1.0332676117364374
J151645.35-674249.9,229.1889689,-67.7138667,316.0664933,-8.6276958,11.234,11.261,11.243,9.185,0,0,11.959,11.403,11.318,229.189191,0.428,-67.713904,0.274,5,24,13.938,14.802,14.332,13.625,13.175,0.052,0.029,0.014,0.06,0.124,20162702,0.3316213000693118
J163114.30-001305.5,247.8096059,-0.2182185,14.9787222,30.6219527,11.07,11.099,10.947,9.008,-3,-110,11.867,11.279,11.178,247.809644,0.48,-0.21823,0.327,4,19,13.841,14.9,14.38,13.544,13.13,0.072,0.027,0.021,0.066,0.059,20160228,0.1432709064636276
J163124.37-000005.3,247.8515809,-0.0014818,15.2181142,30.701528,8.813,8.804,8.705,8.395,-62,-55,9.587,8.998,8.859,247.851603,0.372,-0.001478,0.218,4,25,11.721,12.775,12.204,11.38,10.958,0.117,0.068,0.059,0.083,0.094,20160228,0.08072754186289118
J135240.34-724139.9,208.1681168,-72.6944419,307.5113315,-10.3692909,10.289,10.28,10.186,8.567,-19,-52,10.992,10.521,10.357,208.168124,0.395,-72.694448,0.251,6,30,12.839,13.789,13.32,12.511,12.448,0.042,0.069,0.048,0.056,0.206,20162787,0.023274260243487385
J140358.59-723817.6,210.9941438,-72.638248,308.3527758,-10.5342682,11.002,11.026,10.902,9.046,-80,20,11.841,11.257,11.163,210.995179,0.41,-72.637945,0.456,5,22,13.839,14.919,14.385,13.446,13.088,0.026,0.022,0.044,0.042,0.033,20162787,1.5577415741041574
J135934.27-703430.3,209.8927954,-70.575107,308.5841114,-8.4546313,10.919,10.909,10.65,9.365,-60,-12,11.704,11.115,11.007,209.89231,0.555,-70.574862,0.455,3,14,13.789,14.8,14.241,13.443,13.033,0.024,0.023,0.051,0.019,0.029,20162746,1.056248423423769
J140945.91-702700.5,212.4413002,-70.4501454,309.4443546,-8.5750957,10.564,10.575,10.691,8.664,-18,81,11.291,10.792,10.659,212.441064,0.493,-70.450148,0.171,4,19,13.308,14.235,13.76,12.967,12.815,0.055,0.023,0.03,0.045,0.195,20162747,0.2846938782755556
J151730.42-645535.1,229.3767797,-64.9264265,317.6293388,-6.3093751,11.291,11.298,11.678,9.296,-98,-45,11.985,11.455,11.394,229.37697,0.433,-64.926412,0.392,5,22,13.824,14.767,14.258,13.5,13.136,0.05,0.049,0.023,0.07,0.058,20162650,0.29497987181063884
J144259.15-730508.1,220.7464789,-73.0855945,310.9280797,-11.9694884,10.558,10.574,10.444,8.767,79,25,11.337,10.787,10.682,220.746445,0.196,-73.085593,0.266,5,25,13.282,14.196,13.727,12.931,12.579,0.048,0.02,0.02,0.055,0.019,20162788,0.035914934628376506
J162139.30-713531.7,245.4137666,-71.5921455,317.9880151,-15.1754732,10.243,10.259,10.168,8.939,0,0,10.993,10.457,10.326,245.413823,0.089,-71.592182,0.083,2,10,12.944,13.948,13.443,12.604,12.217,0.023,0.015,0.015,0.037,0.041,20132751,0.1462080256993491
J163150.01-704252.1,247.9583751,-70.7144805,319.2335467,-15.2013777,10.905,10.907,10.737,9.103,3,27,11.729,11.135,11.013,247.958372,0.502,-70.714465,0.128,2,10,13.729,14.788,14.233,13.383,12.976,0.006,0,0.015,0.021,0,20132751,0.055921603248643495
J163006.65-714125.6,247.5277428,-71.690462,318.3742776,-15.7361366,12.775,12.787,11.926,9.061,NA,NA,13.449,12.987,12.921,247.528919,0.148,-71.689255,0.204,2,10,13.845,14.654,14.274,13.639,13.448,0.043,0.008,0.042,0.033,0.052,20132751,4.54426499216401
J162816.79-704002.5,247.0699762,-70.6673761,319.0696234,-14.9494655,11.843,11.847,12.249,9.232,3,27,12.425,11.969,11.908,247.069912,0.401,-70.667449,0.155,2,10,13.926,14.591,14.234,13.715,13.409,0.006,0.026,0.012,0,0.085,20132751,0.273365912467444
J162348.60-711704.1,245.9525206,-71.2844802,318.3426863,-15.0927066,11.03,11.047,11.03,9.208,8,109,11.883,11.296,11.168,245.953028,0.118,-71.284359,0.079,2,10,13.89,14.94,14.41,13.471,13.103,0.068,0.084,0.072,0.087,0.091,20132751,0.730688661603469
J173918.17-002730.1,264.8257211,-0.4583639,24.0683735,15.7752619,11.091,11.077,10.986,8.833,47,29,11.777,11.274,11.156,264.825712,0.252,-0.458392,0.228,10,32,13.903,14.864,14.371,13.54,13.198,0.025,0.053,0.021,0.02,0.146,20110101,0.10633200136333755
J145458.77-690525.6,223.7448999,-69.0904512,313.6160692,-8.8219176,10.121,10.144,10.122,9.057,54,63,10.868,10.305,10.203,223.744948,0.167,-69.090541,0.503,5,25,13.052,14.097,13.563,12.694,12.233,0.044,0.018,0.016,0.079,0.102,20162748,0.3291339347429274
J145328.36-701612.6,223.3682022,-70.2701881,312.9479689,-9.8089456,11.017,11.033,11.048,8.56,-28,-1,11.66,11.182,11.089,223.368112,0.171,-70.270182,0.145,4,19,13.337,14.153,13.744,13.091,12.788,0.062,0.01,0.01,0.052,0.016,20162748,0.11179859883469943
J144426.55-695757.5,221.1106339,-69.965975,312.3865331,-9.1963411,10.411,10.374,10.238,8.979,-17,53,11.191,10.626,10.462,221.110384,0.37,-69.965971,0.405,6,18,13.515,14.57,14.038,13.127,12.784,0.021,0.116,0.075,0.035,0.141,20162748,0.30853323222341994
J144934.34-691808.9,222.3930907,-69.3024778,313.0857602,-8.7933551,11.133,11.161,11.329,9.268,-124,-49,11.791,11.298,11.225,222.393969,0.595,-69.303104,0.956,4,19,13.475,14.301,13.859,13.203,12.911,0.076,0.041,0.028,0.117,0.123,20162748,2.5161015612774795
J165243.13-671952.2,253.179722,-67.331167,323.1691218,-14.5317807,10.532,10.534,10.48,9.035,-26,-79,11.156,10.686,10.626,253.179979,0.137,-67.33111,0.208,2,10,12.887,13.618,13.235,12.605,12.286,0.014,0.019,0.014,0.008,0.033,20132706,0.4114045851889028
J165315.73-660220.8,253.3155587,-66.0391226,324.2659433,-13.796049,11.28,11.274,11.148,8.92,-137,-93,12.091,11.583,11.405,253.315708,0.342,-66.039139,0.376,2,10,13.882,14.72,14.263,13.56,13.256,0.036,0.032,0.011,0.019,0.078,20132654,0.22612110159098947
