designation,RA,DEC,glon,glat,w1mpro,w2mpro,w3mpro,w4mpro,pmra,pmdec,j_m_2mass,h_m_2mass,k_m_2mass,ra_2,raerr,dec_2,decerr,nobs,mobs,vjmag,bjmag,gmag,rmag,imag,evjmag,ebjmag,egmag,ermag,eimag,name,Separation
J012544.82-693643.3,21.4367524,-69.6120359,298.5442637,-47.2227598,11.123,11.151,10.999,8.659,-7,27,11.79,11.304,11.232,21.436762,0.089,-69.612083,0.102,2,12,13.56,14.416,13.941,13.283,13.009,0.01,0.017,0.015,0.006,0.041,20132724,0.1699869146639947
J012250.20-653050.4,20.7091862,-65.5140235,297.7379464,-51.2963201,11.296,11.32,11.158,8.903,-54,13,11.976,11.447,11.335,20.709229,0.505,-65.514043,0.253,4,17,13.663,14.46,14.017,13.333,13.057,0.006,0.029,0.036,0.068,0.054,20162673,0.09490175451684991
J012601.90-643107.1,21.5079331,-64.518665,296.8729699,-52.2006227,10.073,10.064,9.984,8.813,-87,68,10.915,10.32,10.159,21.508042,0.058,-64.518776,0.205,2,10,13.27,14.433,13.879,12.83,12.336,0.01,0.041,0.025,0.019,0.023,20132618,0.4337361089922904
J030036.04-662852.0,45.1501997,-66.4811337,285.0881287,-45.9167373,11.333,11.359,11.124,9.303,90,-139,12.045,11.456,11.377,45.150212,0.108,-66.481125,0.086,2,10,13.858,14.781,14.277,13.553,13.23,0.016,0,0.048,0.035,0.025,20132622,0.035960682198417325
J013240.85-684812.4,23.1702292,-68.8034541,297.3948207,-47.8788652,11.491,11.48,11.313,9.092,21,18,12.161,11.655,11.547,23.170213,0.036,-68.803433,0.09,2,10,13.981,14.892,14.394,13.687,13.371,0.006,0.028,0.035,0.025,0.032,20132674,0.07883254118114576
J013733.57-692137.0,24.3899065,-69.3602947,296.9761026,-47.2309353,9.873,9.897,9.762,8.869,-137,-17,10.627,10.074,9.953,24.389785,0.338,-69.360266,0.251,2,10,12.599,13.615,13.11,12.192,11.851,0.006,0.008,0.015,0.006,0.029,20132674,0.18559711626081016
J020928.42-674750.8,32.3684325,-67.7974494,292.1326369,-47.6612627,11.413,11.411,11.208,9.244,54,-62,12.107,11.617,11.512,32.368347,0.13,-67.797463,0.125,4,20,13.948,14.859,14.392,13.638,13.298,0.014,0.014,0.026,0.028,0.034,20132676,0.12619656808659274
J004635.79-664840.9,11.6491408,-66.8113745,303.6781317,-50.3097711,11.086,11.113,11.056,9.173,-5,-61,11.751,11.223,11.123,11.649231,0.109,-66.811473,0.196,2,12,13.491,14.351,13.905,13.234,12.937,0.014,0.028,0.02,0.028,0.03,20132673,0.37694783946088234
J010321.57-681515.9,15.8399049,-68.2544264,301.2548985,-48.834896,11.172,11.188,11.239,9.295,28,2,11.878,11.346,11.222,15.839914,0.36,-68.254426,0.277,4,20,13.68,14.63,14.124,13.335,13.032,0.012,0.06,0.031,0.047,0.034,20162673,0.01222223645221575
J022634.70-705201.9,36.6446162,-70.8672124,292.2985217,-44.2443786,11.344,11.373,11.259,9.349,-39,-103,12.006,11.496,11.421,36.644583,0.133,-70.867234,0.137,2,20,13.724,14.532,14.111,13.476,13.158,0.021,0.024,0.02,0.037,0.033,20132726,0.08707005949531459
J025455.16-675841.2,43.7298374,-67.9781218,287.0966447,-45.1656607,10.994,10.998,11.024,8.564,48,-27,11.76,11.234,11.063,43.729781,0.077,-67.978134,0.069,2,10,13.538,14.487,13.963,13.22,12.905,0.021,0.006,0.025,0.006,0.01,20132677,0.08789223547085302
J054637.61-410301.9,86.6567315,-41.0505537,246.9352813,-29.1262136,10.069,10.069,10.001,8.721,12,82,10.857,10.301,10.158,86.656881,0.283,-41.05056,0.059,3,15,12.959,14.036,13.507,12.558,12.179,0.009,0.037,0.005,0.034,0.028,20161995,0.4065061565493886
J023001.09-633453.1,37.5045662,-63.5814236,286.083658,-50.1989127,11.503,11.524,11.381,9.301,130,-47,12.151,11.605,11.575,37.504581,0.284,-63.581416,0.155,3,20,13.68,14.376,14.004,13.475,13.205,0.037,0.015,0.02,0.022,0.034,20132559,0.036201199342425085
J024301.17-630403.4,40.7548813,-63.067629,283.8019065,-49.7114322,11.537,11.573,11.274,9.014,69,-49,12.233,11.664,11.593,40.754937,0.103,-63.067643,0.111,3,15,13.884,14.795,14.293,13.622,13.342,0.027,0.01,0.011,0.048,0.033,20162621,0.10387017977815236
J024714.98-630300.0,41.81243,-63.0500086,283.2247725,-49.4118376,9.522,9.53,9.459,8.863,-55,15,10.251,9.72,9.588,41.812441,0.138,-63.050028,0.072,3,15,12.201,13.175,12.649,11.877,11.542,0.041,0.027,0.023,0.055,0.037,20162621,0.0721091402723447
J031356.38-655409.5,48.4849372,-65.9026583,283.146446,-45.3659619,11.122,11.147,10.969,9.264,-13,24,11.788,11.266,11.216,48.484932,0.096,-65.902667,0.081,2,12,13.424,14.211,13.783,13.198,12.881,0.019,0,0.006,0.017,0.013,20132623,0.032239109350425565
J025900.36-720949.5,44.7515212,-72.1637539,290.4101758,-41.7219845,9.963,9.965,9.866,8.791,12,57,10.632,10.142,10.014,44.752089,0.393,-72.163538,0.456,4,12,12.47,13.333,12.879,12.186,11.928,0.218,0.161,0.158,0.206,0.133,20132727,0.9980499698057026
J054854.25-400434.9,87.2260588,-40.0763652,245.9549743,-28.4951059,10.547,10.554,10.39,8.942,34,44,11.258,10.754,10.629,87.226062,0.067,-40.076376,0.062,2,10,13.099,13.96,13.547,12.802,12.53,0.02,0.019,0.035,0.029,0.008,20131895,0.03986675074215672
J055215.79-395318.5,88.0657947,-39.8884865,245.9123889,-27.8258522,9.019,9.043,8.917,8.915,20,19,9.71,9.183,9.075,88.065789,0.039,-39.88849,0.046,2,10,11.532,12.405,11.966,11.263,10.95,0.014,0.026,0,0.015,0,20131895,0.020165838233994815
J055342.73-392229.8,88.4280469,-39.3749451,245.4228555,-27.4341134,11.221,11.244,11.252,9.334,13,24,11.98,11.401,11.287,88.428024,0.144,-39.374942,0.126,3,11,13.935,14.98,14.431,13.545,13.195,0.029,0.048,0.039,0.015,0.047,20131790,0.06469683434862925
J055827.98-434758.2,89.6166124,-43.799526,250.508767,-27.5649651,11.242,11.264,11.052,9.408,-50,-23,11.949,11.433,11.32,89.616609,0.151,-43.799534,0.153,2,7,13.925,14.895,14.422,13.566,13.28,0.008,0.031,0,0,0,20131996,0.030124522940328923
J055615.35-435354.9,89.0639594,-43.8985942,250.5242361,-27.9754195,11.345,11.371,11.423,9.396,0,0,11.962,11.468,11.396,89.064211,0.147,-43.89858,0.108,2,10,13.531,14.281,13.886,13.319,13.085,0,0.038,0,0.028,0.033,20131996,0.654660798469453
J055350.98-431933.2,88.4624458,-43.3258995,249.7874526,-28.284391,10.981,10.978,10.817,9.553,3,27,11.701,11.151,11.051,88.462406,0.475,-43.325891,0.107,2,10,13.483,14.389,13.917,13.207,12.909,0.042,0.063,0.064,0.066,0.012,20131996,0.1086297930841557
J002101.84-681340.2,5.2577005,-68.2278596,307.1910754,-48.6480698,11.45,11.483,11.357,8.698,45,32,12.063,11.572,11.517,5.257754,0.091,-68.227848,0.113,2,10,13.479,14.232,13.848,13.288,13.076,0.011,0.026,0.006,0.01,0.037,20132672,0.08274875926642389
J001750.73-681929.7,4.4614033,-68.3249291,307.601179,-48.4975478,10.417,10.435,10.258,9.098,0,0,11.045,10.566,10.46,4.461411,0.054,-68.324916,0.051,2,10,12.732,13.522,13.106,12.481,12.203,0,0,0.014,0.017,0,20132672,0.0482585313816654
J021937.06-672802.2,34.9044305,-67.4673034,290.6393727,-47.5012223,13.057,13.065,12.515,8.684,NA,NA,13.728,13.251,13.176,34.90555,0.07,-67.468335,0.117,2,10,13.237,13.779,13.479,13.107,12.992,0.006,0.022,0.018,0.006,0.018,20132676,4.022080128119103
J022732.61-672614.1,36.8858814,-67.4372577,289.6550537,-47.1366938,11.444,11.477,11.549,9.24,-82,13,12.075,11.561,11.521,36.885959,0.158,-67.437251,0.285,3,15,13.66,14.45,14.02,13.431,13.173,0.028,0.019,0.025,0.018,0.046,20162676,0.10986929175476352
J024156.83-620946.5,40.4867978,-62.1629345,283.0371951,-50.4815273,11.032,11.061,10.916,8.902,-26,-28,11.837,11.263,11.156,40.486852,0.124,-62.162912,0.139,2,10,13.945,15.054,14.506,13.556,13.131,0.018,0.02,0.016,0.006,0.021,20132560,0.12191220132388556
J052747.79-400751.2,81.9491283,-40.1308901,245.099321,-32.4632228,11.472,11.493,11.361,8.501,25,11,12.155,11.618,11.517,81.949169,0.083,-40.130863,0.087,2,10,13.967,14.859,14.361,13.688,13.397,0,0.014,0,0.02,0.029,20131893,0.14855182803339825
J003459.43-685808.5,8.7476503,-68.9690302,305.139646,-48.0885644,10.989,11.006,10.911,9.301,6,-55,11.811,11.248,11.134,8.747645,0.126,-68.96904,0.143,2,10,13.782,14.759,14.243,13.458,13.106,0.029,0.034,0.033,0,0.011,20132672,0.0359383322667301
J004037.87-700743.7,10.1578184,-70.1288209,304.2773161,-46.971098,11.31,11.318,11.147,9.442,-41,-37,12.058,11.551,11.404,10.157926,0.356,-70.128771,0.64,2,10,13.931,14.841,14.348,13.636,13.304,0,0.014,0.006,0.035,0.017,20132722,0.22272529546217137
J053750.69-393536.1,84.4612224,-39.593362,244.899007,-30.4688321,13.833,13.873,12.869,8.767,NA,NA,14.395,13.841,13.893,84.462202,0.096,-39.594883,0.146,5,17,13.297,13.808,13.519,13.198,13.098,0.014,0.023,0.011,0.009,0.016,20131789,6.112851776014112
J013715.36-671959.8,24.3140169,-67.3332896,296.2068603,-49.1922849,12.877,12.871,12.389,8.991,NA,NA,13.496,13.025,12.941,24.314345,0.08,-67.334953,0.135,2,10,12.797,13.354,13.015,12.667,12.538,0.008,0.011,0.015,0.025,0.042,20132674,6.0055137997493535
J013720.86-661833.2,24.33695,-66.309231,295.7605897,-50.1748418,10.921,10.959,10.844,9.296,-68,-90,11.614,11.057,11.022,24.336852,0.056,-66.309268,0.073,2,8,13.269,14.175,13.703,12.958,12.687,0,0,0.036,0.028,0.045,20132619,0.19451664860263007
J014744.06-672303.3,26.9335901,-67.384276,294.7633481,-48.8413432,10.958,10.971,10.818,8.552,-45,-32,11.624,11.132,11.027,26.933649,0.051,-67.384286,0.051,2,10,13.235,13.957,13.562,12.978,12.724,0.011,0.023,0.029,0.011,0.023,20132675,0.0891331581712098
J013850.34-671414.7,24.7097746,-67.2374396,295.9415547,-49.2423782,11.416,11.425,11.372,9.296,-77,-31,12.106,11.564,11.477,24.709761,0.109,-67.237407,0.103,2,10,13.89,14.791,14.315,13.624,13.306,0.014,0.01,0.014,0.011,0.024,20132674,0.11887900328225243
J052131.71-364108.1,80.3821547,-36.6856101,240.8052856,-33.043542,9.916,9.931,9.841,8.738,-45,32,10.749,10.163,9.992,80.382219,0.294,-36.685542,0.28,4,20,12.919,13.999,13.469,12.504,12.079,0.048,0.031,0.037,0.041,0.057,20161787,0.307509130648134
J054409.33-382015.0,86.0389144,-38.3375183,243.7872014,-29.0026089,10.243,10.263,10.171,9.061,-48,-69,10.882,10.412,10.32,86.038908,0.037,-38.337529,0.077,2,10,12.487,13.306,12.845,12.259,11.981,0.008,0.011,0,0.015,0.025,20131789,0.042548603645383036
J052425.83-354659.0,81.1076545,-35.7830775,239.8953442,-32.2884021,11.012,11.02,10.986,9.256,31,-46,11.688,11.193,11.088,81.10762,0.235,-35.783086,0.078,4,20,13.351,14.08,13.668,13.113,12.827,0.035,0.011,0.024,0.041,0.043,20161787,0.10529979004854663
J053958.60-372320.3,84.9942019,-37.3889869,242.5138968,-29.591568,11.619,11.625,11.373,9.217,-18,21,12.246,11.774,11.676,84.994173,0.071,-37.388972,0.075,2,10,13.793,14.533,14.132,13.574,13.344,0.026,0.014,0,0.01,0,20131789,0.09854151130937991
J013152.15-654754.8,22.9673312,-65.7985681,296.3936994,-50.8132375,10.173,10.188,10.107,9.071,109,-128,10.807,10.313,10.19,22.967315,0.052,-65.798574,0.029,2,8,12.541,13.357,12.908,12.226,11.956,0,0,0.014,0.026,0.028,20132619,0.031980179504916675
J014307.27-644517.5,25.7803153,-64.7548662,294.1236705,-51.4803265,9.535,9.549,9.473,8.894,-19,20,10.241,9.724,9.606,25.780315,0.09,-64.754874,0.048,4,18,11.982,12.81,12.36,11.689,11.371,0.005,0.014,0.036,0.023,0.028,20162619,0.028083777609250245
J022956.45-723106.3,37.4852159,-72.5184192,293.1278003,-42.68429,10.766,10.769,10.628,8.746,22,17,11.406,10.953,10.85,37.485441,0.056,-72.518419,0.086,2,10,12.947,13.718,13.301,12.722,12.485,0,0.006,0.012,0.012,0.006,20132769,0.2434325514334424
J024828.57-572005.4,42.1190444,-57.3348469,276.6642219,-53.4108188,11.13,11.133,11.064,8.783,37,41,11.734,11.261,11.204,42.119103,0.371,-57.334913,0.346,4,18,13.396,14.142,13.699,13.085,12.927,0.01,0.028,0.017,0.01,0.203,20132420,0.26379782036836286
J025336.19-623451.1,43.4008254,-62.5808862,281.9179786,-49.2649038,10.613,10.633,10.481,9.238,0,28,11.229,10.777,10.689,43.400835,0.088,-62.580881,0.056,4,20,12.766,13.518,13.115,12.563,12.308,0.033,0.031,0.046,0.028,0.021,20132560,0.024570660893644836
J024719.32-574705.9,41.8305002,-57.7849768,277.3887937,-53.2129006,10.386,10.396,10.228,9.276,9,-83,11.218,10.62,10.468,41.830466,0.129,-57.78498,0.142,4,24,13.611,14.733,14.151,13.072,12.673,0.058,0.028,0.019,0.018,0.125,20132420,0.06663834315471946
J031210.33-570309.4,48.0430827,-57.0526281,272.994886,-51.1010772,11.06,11.086,10.8,9.333,47,-29,11.806,11.264,11.18,48.043081,0.075,-57.052637,0.059,2,10,13.783,14.696,14.199,13.423,13.052,0.048,0.023,0.038,0.008,0.015,20132422,0.032212425262704424
J055350.79-422939.0,88.4616468,-42.4941764,248.8642238,-28.1119739,10.14,10.156,10.059,9.155,28,1,10.856,10.342,10.211,88.461681,0.21,-42.494198,0.104,3,8,12.709,13.708,13.217,12.366,11.982,0.006,0.04,0,0,0.126,20161995,0.11953239506224766
J024750.75-581027.5,41.9614847,-58.1743297,277.7739673,-52.8922478,10.96,10.985,10.857,8.792,-64,-52,11.574,11.102,11.051,41.961387,0.235,-58.174418,0.127,4,24,13.146,13.866,13.451,12.854,12.687,0.066,0.011,0.012,0.012,0.164,20132420,0.36803330131620593
J024653.20-572314.5,41.721708,-57.3873798,276.9758039,-53.5303481,10.408,10.44,10.329,9.073,-40,38,11.151,10.604,10.54,41.721698,0.149,-57.387386,0.097,4,24,13.258,14.248,13.711,12.814,12.461,0.074,0.015,0.032,0.011,0.037,20132420,0.029574254853344684
J055325.55-435422.6,88.3564776,-43.9062868,250.4161158,-28.4762525,11.572,11.597,11.583,9.301,-52,19,12.213,11.737,11.659,88.356517,0.112,-43.90628,0.079,2,10,13.785,14.598,14.167,13.549,13.311,0.011,0.032,0.015,0.049,0.026,20131996,0.10508336071200892
J024336.29-653558.9,40.9012352,-65.5997031,286.156252,-47.7105963,11.132,11.139,11.011,9.319,-69,-46,11.871,11.311,11.225,40.90132,0.367,-65.599705,0.164,4,16,13.939,14.914,14.408,13.597,13.194,0.034,0.028,0.032,0.033,0.035,20162676,0.12629930953021984
J024219.18-653012.0,40.5799561,-65.5033409,286.2227708,-47.8686126,11.75,11.772,11.668,9.052,0,0,12.406,11.87,11.843,40.580032,0.09,-65.503342,0.11,3,11,13.856,14.631,14.234,13.637,13.355,0.017,0.063,0.037,0.033,0.03,20162621,0.11336546608286617
J054915.56-374331.7,87.3148421,-37.7254815,243.3787724,-27.8820597,10.932,10.936,10.771,8.623,43,34,11.69,11.13,10.997,87.314847,0.094,-37.725481,0.09,2,10,13.556,14.545,14.019,13.23,12.887,0.109,0.139,0.125,0.118,0.13,20131790,0.014068014308361066
J015357.19-711105.7,28.48833,-71.1849268,295.8643804,-45.0755587,10.182,10.172,9.991,8.758,-34,-76,11.083,10.536,10.337,28.489439,0.395,-71.184989,0.09,2,20,13.119,14.073,13.579,12.775,12.426,0.017,0.019,0.025,0.005,0.033,20132725,1.3069310261057725
J014545.55-714234.9,26.4398038,-71.709722,296.9724949,-44.7845629,11.314,11.331,11.069,9.075,11,26,11.919,11.467,11.384,26.439849,0.055,-71.709705,0.119,2,10,13.401,14.161,13.74,13.178,12.966,0.006,0.008,0.016,0.017,0.019,20132724,0.07970723818470292
J015144.62-713541.4,27.9359442,-71.5948393,296.2917075,-44.7476641,11.73,11.759,11.702,9.247,83,-3,12.369,11.864,11.811,27.935924,0.089,-71.59485,0.091,2,10,13.949,14.715,14.283,13.714,13.453,0.006,0.021,0.017,0.021,0.02,20132724,0.04484374517161521
J021450.42-672043.9,33.7101129,-67.3455395,291.1485153,-47.8295361,11.546,11.557,11.412,9.185,22,17,12.213,11.748,11.651,33.710126,0.123,-67.34558,0.118,2,10,13.825,14.684,14.237,13.575,13.3,0.016,0.031,0.042,0.016,0.032,20132676,0.14692718378669176
J012917.42-713922.1,22.3226061,-71.6561451,298.7235428,-45.1614383,9.989,10.017,9.929,8.808,-21,-26,10.713,10.176,10.097,22.322612,0.044,-71.656169,0.072,2,10,12.583,13.529,13.041,12.272,11.938,0.028,0.006,0.029,0.011,0.039,20132724,0.0862992807995095
J022058.74-670804.6,35.2447747,-67.1346349,290.2242403,-47.7239261,9.22,9.228,9.115,9.087,-28,3,9.953,9.41,9.293,35.244787,0.034,-67.134635,0.049,2,10,11.813,12.768,12.274,11.514,11.164,0.014,0.006,0.023,0.008,0.008,20132676,0.017209513780514545
J021436.88-672116.1,33.6537004,-67.3544744,291.1833294,-47.8318934,11.357,11.366,11.348,8.915,182,-67,12.366,11.869,11.879,33.654039,0.096,-67.354329,0.115,2,10,13.859,14.643,14.224,13.586,13.259,0.02,0.015,0,0,0.023,20132676,0.7030403911578209
J025303.89-575628.3,43.2662128,-57.9412019,276.7134947,-52.5483836,11.682,11.698,11.475,8.73,53,-14,12.25,11.788,11.718,43.266238,0.134,-57.941222,0.079,4,19,13.533,14.188,13.795,13.291,13.119,0.033,0.013,0.006,0.008,0.03,20162493,0.08691777272150429
J015704.55-651131.7,29.2689588,-65.1921425,292.1821823,-50.5439603,10.32,10.304,10.188,9.35,27,-7,10.981,10.409,10.309,29.268959,0.059,-65.192148,0.06,4,20,12.892,13.691,13.251,12.625,12.336,0.095,0.082,0.1,0.098,0.105,20162619,0.01980230443453527
J055310.36-411359.6,88.2931762,-41.2332453,247.4387356,-27.961524,9.975,9.982,9.838,8.581,-45,-32,10.795,10.22,10.054,88.293278,0.355,-41.233247,0.183,3,20,12.772,13.806,13.264,12.408,12.036,0.089,0.068,0.083,0.068,0.106,20161995,0.2756728389905891
J055739.40-412926.0,89.414181,-41.4905792,247.9356653,-27.199872,10.429,10.441,10.34,8.918,-3,55,11.225,10.628,10.499,89.414156,0.113,-41.490599,0.111,2,10,13.513,14.652,14.121,13.052,12.632,0.021,0.053,0.006,0.025,0.006,20131895,0.09811080335249525
J055844.82-364922.6,89.6867693,-36.8229534,242.9443556,-25.8262232,10.394,10.428,10.341,8.535,46,-115,11.116,10.611,10.558,89.686761,0.171,-36.822887,0.614,4,16,12.566,13.416,12.956,12.286,12.05,0.036,0.044,0.043,0.047,0.043,20131681,0.24023368912283963
J004956.47-672621.3,12.4852932,-67.4392613,303.1538214,-49.6882542,10.886,10.912,10.823,9.081,-44,-34,11.592,11.038,10.92,12.485292,0.066,-67.439272,0.074,2,10,13.435,14.349,13.874,13.136,12.795,0.01,0.018,0.012,0.014,0.021,20132673,0.03855564093363443
J011631.29-713116.7,19.1303911,-71.5213161,300.102279,-45.4687776,11.037,11.061,10.922,9.186,71,-43,11.784,11.211,11.15,19.130579,0.21,-71.5212,0.242,2,10,13.749,14.696,14.177,13.428,13.053,0.024,0.034,0.048,0.02,0.025,20132723,0.46974219005016105
J014449.19-680512.0,26.2049756,-68.0866879,295.496864,-48.2635576,10.741,10.74,10.548,8.717,33,44,11.543,10.982,10.843,26.204946,0.052,-68.08669,0.088,2,10,13.941,15.052,14.507,13.464,13.012,0.033,0.046,0.019,0.039,0.012,20132675,0.040480747394537275
J015551.64-641030.0,28.9651887,-64.1750189,291.7309202,-51.5293017,10.963,10.927,10.851,8.974,90,-104,11.63,11.091,10.969,28.965142,0.195,-64.175114,0.392,6,24,13.882,14.843,14.323,13.524,13.13,0.059,0.065,0.065,0.044,0.066,20162619,0.35010571994529976
J015550.67-640015.6,28.9611479,-64.0043367,291.6242827,-51.6866221,10.216,10.221,10.158,8.9,-28,163,10.872,10.367,10.314,28.961113,0.125,-64.00438,0.372,6,22,12.668,13.51,13.056,12.389,12.065,0.005,0.017,0.026,0.014,0.052,20162619,0.16532119881048224
J021709.91-731642.7,34.2913198,-73.2785542,294.7393906,-42.4589259,11.631,11.652,11.586,9.403,9,82,12.258,11.798,11.717,34.291361,0.458,-73.278587,0.307,8,40,13.837,14.649,14.194,13.59,13.364,0.026,0.07,0.031,0.026,0.037,20300009,0.1255547470854995
J022452.59-731051.8,36.2191582,-73.1810658,294.0099066,-42.2902138,11.607,11.628,11.556,9.583,-12,-54,12.214,11.757,11.668,36.219169,0.104,-73.181067,0.147,2,10,13.798,14.555,14.157,13.608,13.321,0.01,0.008,0.02,0.023,0.015,20132769,0.012050794365478831
J031139.73-584947.6,47.9155762,-58.8299072,275.3175942,-50.1058117,11.204,11.229,11.182,9.558,-137,-97,11.953,11.381,11.253,47.915544,0.115,-58.829903,0.155,5,21,13.951,14.945,14.423,13.582,13.142,0.013,0.023,0.022,0.011,0.123,20162494,0.06187379108674261
J030314.87-591931.2,45.8119845,-59.3253563,276.9834186,-50.6397941,10.853,10.856,10.816,9.369,-73,83,11.639,11.153,11.006,45.812051,0.058,-59.325387,0.078,3,15,13.385,14.247,13.756,13.061,12.781,0.02,0.011,0.02,0.033,0.014,20162493,0.16471518877565974
J030920.01-585357.5,47.3333967,-58.8993197,275.6901768,-50.3021863,10.512,10.509,10.402,9.282,-106,25,11.306,10.762,10.654,47.333381,0.084,-58.899318,0.069,3,15,13.029,13.916,13.434,12.71,12.396,0.033,0.036,0.012,0.009,0.044,20162493,0.0298295944958168
J032505.95-673402.8,51.2748152,-67.5674617,283.8728088,-43.4385284,10.806,10.817,10.702,9.053,35,75,11.51,11.015,10.923,51.274811,0.063,-67.567469,0.065,4,20,13.121,13.954,13.501,12.848,12.564,0.032,0.029,0.039,0.039,0.04,20162678,0.026905911661508113
J031540.40-614502.8,48.9183675,-61.7508015,278.3678467,-47.9198313,10.696,10.698,10.546,8.766,-35,43,11.494,10.903,10.696,48.918329,0.16,-61.750779,0.114,2,10,13.659,14.761,14.209,13.256,12.832,0.022,0.006,0.015,0.011,0.024,20132561,0.10423250624355951
J034049.95-672946.7,55.2081665,-67.496319,282.5305612,-42.2999729,11.602,11.633,11.51,9.561,-15,53,12.267,11.715,11.665,55.208165,0.096,-67.496309,0.116,4,20,13.885,14.663,14.237,13.627,13.356,0.009,0.022,0.02,0.026,0.04,20162678,0.03605928049790678
J035603.14-695130.6,59.0131219,-69.8585015,284.0671707,-39.820819,11.65,11.668,11.762,9.349,11,-25,12.272,11.797,11.709,59.013115,0.095,-69.858507,0.154,4,20,13.846,14.584,14.185,13.613,13.318,0.035,0.03,0.027,0.025,0.049,20162728,0.021568510214836925
J031031.38-600751.6,47.6307747,-60.1310035,277.0439193,-49.4199589,10.169,10.166,10.059,8.931,50,-24,10.999,10.434,10.249,47.63074,0.274,-60.131,0.092,3,11,13.417,14.565,14,12.926,12.401,0.01,0.006,0.029,0.008,0.074,20162493,0.06347561081907355
J032924.24-605709.4,52.3510079,-60.9526366,275.9767151,-47.0629088,9.869,9.886,9.811,9.041,-20,20,10.559,10.052,9.931,52.350981,0.051,-60.95263,0.243,2,10,12.398,13.212,12.775,12.082,11.748,0.028,0,0.006,0.008,0,20132495,0.052681314982568776
J035443.14-724043.6,58.6797903,-72.6787792,287.1410384,-38.3137792,10.987,11.006,10.959,9.517,0,0,11.779,11.194,11.065,58.679777,0.148,-72.678785,0.116,5,25,13.86,14.885,14.34,13.475,13.102,0.035,0.034,0.032,0.039,0.036,20162771,0.025282131619436803
J042757.16-683633.2,66.9882006,-68.6092239,280.9241661,-37.9357929,11.14,11.156,11.027,9.012,0,0,11.912,11.349,11.223,66.987794,0.132,-68.60915,0.15,2,10,13.951,14.907,14.449,13.599,13.228,0.006,0.036,0.015,0.03,0.026,20132680,0.5964882311687281
J030125.38-700021.6,45.3557578,-70.0060172,288.3245982,-43.248154,10.536,10.539,10.427,9.366,-52,-87,11.271,10.717,10.555,45.355694,0.137,-70.006014,0.105,3,15,13.427,14.448,13.931,13.024,12.627,0.036,0.042,0.019,0.016,0.006,20162726,0.07937296775559244
J041145.01-694022.6,62.9375607,-69.6729509,282.9559012,-38.7548241,10.894,10.911,10.763,9.327,22,-17,11.621,11.089,10.974,62.937555,0.17,-69.672943,0.122,4,20,13.582,14.498,14.008,13.263,12.924,0.044,0.025,0.014,0.036,0.049,20162728,0.029319701903408504
J031801.89-633827.9,49.5079062,-63.6410937,280.2792794,-46.5193572,12.855,12.878,12.342,8.901,NA,NA,13.556,13.039,12.966,49.505961,0.398,-63.642282,0.248,2,20,13.827,14.549,14.145,13.598,13.406,0.016,0.031,0.036,0.021,0.041,20132562,5.288355574287403
J033423.15-655749.5,53.5964893,-65.9637629,281.3532721,-43.7186785,11.044,11.08,10.965,9.68,26,-9,11.788,11.214,11.153,53.596507,0.15,-65.963789,0.106,4,20,13.702,14.652,14.163,13.36,13.021,0.017,0.029,0.009,0.02,0.018,20162678,0.09747868816535918
J042927.06-654221.0,67.3627536,-65.7058454,277.4315951,-38.9186432,11.453,11.46,11.565,9.316,-43,-35,12.131,11.639,11.516,67.362686,0.207,-65.705859,0.162,2,20,13.864,14.744,14.268,13.588,13.287,0.027,0.032,0.053,0.04,0.03,20132626,0.1114530963825276
J033628.80-600558.9,54.1200034,-60.0997135,274.2394689,-46.7850669,9.692,9.68,9.568,9.396,108,-10,10.445,9.87,9.765,54.12006,0.058,-60.099718,0.059,4,19,12.223,13.091,12.616,11.922,11.57,0.038,0.032,0.034,0.051,0.031,20162562,0.10285650752490756
J045113.60-684540.1,72.8067033,-68.7611449,280.1564384,-35.9069438,10.886,10.912,10.735,9.189,15,-23,11.619,11.062,10.955,72.806202,0.374,-68.760781,0.619,2,8,13.514,14.503,14.065,13.204,12.884,0,0,0.061,0.05,0.076,20132681,1.4641074586912035
J042253.10-652231.3,65.7212839,-65.3753812,277.3661997,-39.6726461,11.515,11.538,11.425,8.874,18,21,12.161,11.649,11.566,65.721421,0.18,-65.375378,0.124,2,10,13.807,14.607,14.164,13.602,13.319,0.006,0.011,0.038,0.014,0.006,20132625,0.20597476970255377
J022340.61-694745.2,35.9192311,-69.7959,291.8447562,-45.2948587,11.278,11.293,11.314,9.375,-6,-55,11.911,11.448,11.336,35.919143,0.117,-69.795897,0.103,2,10,13.382,14.163,13.741,13.138,12.911,0.01,0.015,0.012,0.006,0.017,20132725,0.11006722340965192
J031708.47-644205.2,49.2853005,-64.7014699,281.5429964,-45.9117163,10.385,10.385,10.301,9.035,-34,-44,11.064,10.576,10.441,49.285302,0.045,-64.701471,0.039,2,10,12.65,13.451,13.009,12.39,12.135,0.008,0.011,0.014,0.012,0.014,20132623,0.004583301274358974
J034346.03-621927.7,55.9418097,-62.3243798,276.3298764,-44.8883402,9.484,9.481,9.358,8.906,-2,-98,10.218,9.66,9.538,55.941824,0.041,-62.324383,0.057,4,20,12.299,13.317,12.778,11.932,11.568,0.027,0.022,0.026,0.027,0.026,20162562,0.026541110725510617
